Comunidades y Ciudades Autónomas	Naturaleza de la finca	Número e importe	Periodo	Total
01 Andalucía	Otros	Importe de hipotecas	2017	2.122.021
01 Andalucía	Otros	Importe de hipotecas	2016	1.731.889
01 Andalucía	Otros	Importe de hipotecas	2015	1.715.750
01 Andalucía	Otros	Importe de hipotecas	2014	1.465.134
01 Andalucía	Otros	Importe de hipotecas	2013	1.596.706
01 Andalucía	Otros	Importe de hipotecas	2012	2.007.262
01 Andalucía	Otros	Importe de hipotecas	2011	2.531.846
01 Andalucía	Otros	Importe de hipotecas	2010	3.395.166
01 Andalucía	Otros	Importe de hipotecas	2009	5.233.833
01 Andalucía	Otros	Importe de hipotecas	2008	6.595.341
01 Andalucía	Otros	Importe de hipotecas	2007	9.284.363
01 Andalucía	Otros	Importe de hipotecas	2006	12.652.404
01 Andalucía	Otros	Importe de hipotecas	2005	13.830.388
01 Andalucía	Otros	Importe de hipotecas	2004	12.059.819
01 Andalucía	Otros	Importe de hipotecas	2003	4.391.899
02 Aragón	Total fincas	Número de hipotecas	2025	18.062
02 Aragón	Total fincas	Número de hipotecas	2024	14.300
02 Aragón	Total fincas	Número de hipotecas	2023	13.004
02 Aragón	Total fincas	Número de hipotecas	2022	16.680
02 Aragón	Total fincas	Número de hipotecas	2021	15.475
02 Aragón	Total fincas	Número de hipotecas	2020	13.675
02 Aragón	Total fincas	Número de hipotecas	2019	13.354
02 Aragón	Total fincas	Número de hipotecas	2018	13.383
02 Aragón	Total fincas	Número de hipotecas	2017	12.900
02 Aragón	Total fincas	Número de hipotecas	2016	12.760
02 Aragón	Total fincas	Número de hipotecas	2015	11.097
02 Aragón	Total fincas	Número de hipotecas	2014	9.792
02 Aragón	Total fincas	Número de hipotecas	2013	11.886
02 Aragón	Total fincas	Número de hipotecas	2012	14.339
02 Aragón	Total fincas	Número de hipotecas	2011	19.216
02 Aragón	Total fincas	Número de hipotecas	2010	28.516
02 Aragón	Total fincas	Número de hipotecas	2009	37.641
02 Aragón	Total fincas	Número de hipotecas	2008	37.886
02 Aragón	Total fincas	Número de hipotecas	2007	49.460
02 Aragón	Total fincas	Número de hipotecas	2006	48.525
02 Aragón	Total fincas	Número de hipotecas	2005	44.945
02 Aragón	Total fincas	Número de hipotecas	2004	39.369
02 Aragón	Total fincas	Número de hipotecas	2003	37.115
02 Aragón	Total fincas	Importe de hipotecas	2025	2.516.676
02 Aragón	Total fincas	Importe de hipotecas	2024	1.977.957
02 Aragón	Total fincas	Importe de hipotecas	2023	1.580.021
02 Aragón	Total fincas	Importe de hipotecas	2022	2.237.405
02 Aragón	Total fincas	Importe de hipotecas	2021	1.920.317
02 Aragón	Total fincas	Importe de hipotecas	2020	1.786.601
02 Aragón	Total fincas	Importe de hipotecas	2019	1.814.233
02 Aragón	Total fincas	Importe de hipotecas	2018	1.850.497
02 Aragón	Total fincas	Importe de hipotecas	2017	1.428.860
02 Aragón	Total fincas	Importe de hipotecas	2016	1.398.063
02 Aragón	Total fincas	Importe de hipotecas	2015	1.477.207
02 Aragón	Total fincas	Importe de hipotecas	2014	1.490.615
02 Aragón	Total fincas	Importe de hipotecas	2013	1.239.139
02 Aragón	Total fincas	Importe de hipotecas	2012	1.451.324
02 Aragón	Total fincas	Importe de hipotecas	2011	2.463.947
02 Aragón	Total fincas	Importe de hipotecas	2010	3.779.293
02 Aragón	Total fincas	Importe de hipotecas	2009	4.990.333
02 Aragón	Total fincas	Importe de hipotecas	2008	6.072.821
02 Aragón	Total fincas	Importe de hipotecas	2007	9.101.805
02 Aragón	Total fincas	Importe de hipotecas	2006	8.290.261
02 Aragón	Total fincas	Importe de hipotecas	2005	6.299.428
02 Aragón	Total fincas	Importe de hipotecas	2004	4.933.526
02 Aragón	Total fincas	Importe de hipotecas	2003	3.904.926
02 Aragón	Total fincas rústicas	Número de hipotecas	2025	463
02 Aragón	Total fincas rústicas	Número de hipotecas	2024	295
02 Aragón	Total fincas rústicas	Número de hipotecas	2023	409
02 Aragón	Total fincas rústicas	Número de hipotecas	2022	440
02 Aragón	Total fincas rústicas	Número de hipotecas	2021	951
02 Aragón	Total fincas rústicas	Número de hipotecas	2020	755
02 Aragón	Total fincas rústicas	Número de hipotecas	2019	1.061
02 Aragón	Total fincas rústicas	Número de hipotecas	2018	1.085
02 Aragón	Total fincas rústicas	Número de hipotecas	2017	1.009
02 Aragón	Total fincas rústicas	Número de hipotecas	2016	1.202
02 Aragón	Total fincas rústicas	Número de hipotecas	2015	1.153
02 Aragón	Total fincas rústicas	Número de hipotecas	2014	799
02 Aragón	Total fincas rústicas	Número de hipotecas	2013	944
02 Aragón	Total fincas rústicas	Número de hipotecas	2012	1.125
02 Aragón	Total fincas rústicas	Número de hipotecas	2011	1.018
02 Aragón	Total fincas rústicas	Número de hipotecas	2010	1.615
02 Aragón	Total fincas rústicas	Número de hipotecas	2009	2.097
02 Aragón	Total fincas rústicas	Número de hipotecas	2008	1.584
02 Aragón	Total fincas rústicas	Número de hipotecas	2007	1.590
02 Aragón	Total fincas rústicas	Número de hipotecas	2006	1.903
02 Aragón	Total fincas rústicas	Número de hipotecas	2005	1.807
02 Aragón	Total fincas rústicas	Número de hipotecas	2004	1.585
02 Aragón	Total fincas rústicas	Número de hipotecas	2003	1.361
02 Aragón	Total fincas rústicas	Importe de hipotecas	2025	113.539
02 Aragón	Total fincas rústicas	Importe de hipotecas	2024	68.437
02 Aragón	Total fincas rústicas	Importe de hipotecas	2023	77.813
02 Aragón	Total fincas rústicas	Importe de hipotecas	2022	89.277
02 Aragón	Total fincas rústicas	Importe de hipotecas	2021	128.252
02 Aragón	Total fincas rústicas	Importe de hipotecas	2020	130.501
02 Aragón	Total fincas rústicas	Importe de hipotecas	2019	181.719
02 Aragón	Total fincas rústicas	Importe de hipotecas	2018	137.690
02 Aragón	Total fincas rústicas	Importe de hipotecas	2017	128.112
02 Aragón	Total fincas rústicas	Importe de hipotecas	2016	131.714
02 Aragón	Total fincas rústicas	Importe de hipotecas	2015	143.351
02 Aragón	Total fincas rústicas	Importe de hipotecas	2014	110.793
02 Aragón	Total fincas rústicas	Importe de hipotecas	2013	104.076
02 Aragón	Total fincas rústicas	Importe de hipotecas	2012	114.303
02 Aragón	Total fincas rústicas	Importe de hipotecas	2011	147.434
02 Aragón	Total fincas rústicas	Importe de hipotecas	2010	279.362
02 Aragón	Total fincas rústicas	Importe de hipotecas	2009	592.477
02 Aragón	Total fincas rústicas	Importe de hipotecas	2008	356.120
02 Aragón	Total fincas rústicas	Importe de hipotecas	2007	638.333
02 Aragón	Total fincas rústicas	Importe de hipotecas	2006	777.488
02 Aragón	Total fincas rústicas	Importe de hipotecas	2005	440.241
02 Aragón	Total fincas rústicas	Importe de hipotecas	2004	433.328
02 Aragón	Total fincas rústicas	Importe de hipotecas	2003	182.859
02 Aragón	Viviendas	Número de hipotecas	2025	13.264
02 Aragón	Viviendas	Número de hipotecas	2024	10.693
02 Aragón	Viviendas	Número de hipotecas	2023	9.578
02 Aragón	Viviendas	Número de hipotecas	2022	12.074
02 Aragón	Viviendas	Número de hipotecas	2021	10.947
02 Aragón	Viviendas	Número de hipotecas	2020	9.589
02 Aragón	Viviendas	Número de hipotecas	2019	8.979
02 Aragón	Viviendas	Número de hipotecas	2018	9.036
02 Aragón	Viviendas	Número de hipotecas	2017	8.499
02 Aragón	Viviendas	Número de hipotecas	2016	8.276
02 Aragón	Viviendas	Número de hipotecas	2015	7.065
02 Aragón	Viviendas	Número de hipotecas	2014	5.920
02 Aragón	Viviendas	Número de hipotecas	2013	7.011
02 Aragón	Viviendas	Número de hipotecas	2012	8.460
02 Aragón	Viviendas	Número de hipotecas	2011	11.564
02 Aragón	Viviendas	Número de hipotecas	2010	17.202
02 Aragón	Viviendas	Número de hipotecas	2009	21.189
02 Aragón	Viviendas	Número de hipotecas	2008	24.556
02 Aragón	Viviendas	Número de hipotecas	2007	33.824
02 Aragón	Viviendas	Número de hipotecas	2006	34.562
02 Aragón	Viviendas	Número de hipotecas	2005	32.176
02 Aragón	Viviendas	Número de hipotecas	2004	27.290
02 Aragón	Viviendas	Número de hipotecas	2003	25.447
02 Aragón	Viviendas	Importe de hipotecas	2025	1.719.347
02 Aragón	Viviendas	Importe de hipotecas	2024	1.257.771
02 Aragón	Viviendas	Importe de hipotecas	2023	1.076.875
02 Aragón	Viviendas	Importe de hipotecas	2022	1.438.033
02 Aragón	Viviendas	Importe de hipotecas	2021	1.235.429
02 Aragón	Viviendas	Importe de hipotecas	2020	1.088.913
02 Aragón	Viviendas	Importe de hipotecas	2019	922.667
02 Aragón	Viviendas	Importe de hipotecas	2018	880.823
02 Aragón	Viviendas	Importe de hipotecas	2017	846.354
02 Aragón	Viviendas	Importe de hipotecas	2016	779.290
02 Aragón	Viviendas	Importe de hipotecas	2015	656.884
02 Aragón	Viviendas	Importe de hipotecas	2014	546.818
02 Aragón	Viviendas	Importe de hipotecas	2013	674.259
02 Aragón	Viviendas	Importe de hipotecas	2012	844.179
02 Aragón	Viviendas	Importe de hipotecas	2011	1.298.036
02 Aragón	Viviendas	Importe de hipotecas	2010	1.963.403
02 Aragón	Viviendas	Importe de hipotecas	2009	2.514.079
02 Aragón	Viviendas	Importe de hipotecas	2008	3.235.542
02 Aragón	Viviendas	Importe de hipotecas	2007	4.735.678
02 Aragón	Viviendas	Importe de hipotecas	2006	4.679.513
02 Aragón	Viviendas	Importe de hipotecas	2005	3.730.137
02 Aragón	Viviendas	Importe de hipotecas	2004	2.937.132
02 Aragón	Viviendas	Importe de hipotecas	2003	2.411.805
02 Aragón	Solares	Número de hipotecas	2025	57
02 Aragón	Solares	Número de hipotecas	2024	63
02 Aragón	Solares	Número de hipotecas	2023	68
02 Aragón	Solares	Número de hipotecas	2022	128
02 Aragón	Solares	Número de hipotecas	2021	114
02 Aragón	Solares	Número de hipotecas	2020	103
02 Aragón	Solares	Número de hipotecas	2019	127
02 Aragón	Solares	Número de hipotecas	2018	115
02 Aragón	Solares	Número de hipotecas	2017	115
02 Aragón	Solares	Número de hipotecas	2016	145
02 Aragón	Solares	Número de hipotecas	2015	161
02 Aragón	Solares	Número de hipotecas	2014	363
02 Aragón	Solares	Número de hipotecas	2013	226
02 Aragón	Solares	Número de hipotecas	2012	346
02 Aragón	Solares	Número de hipotecas	2011	657
02 Aragón	Solares	Número de hipotecas	2010	1.011
02 Aragón	Solares	Número de hipotecas	2009	1.456
02 Aragón	Solares	Número de hipotecas	2008	1.450
02 Aragón	Solares	Número de hipotecas	2007	1.642
02 Aragón	Solares	Número de hipotecas	2006	1.166
02 Aragón	Solares	Número de hipotecas	2005	1.015
02 Aragón	Solares	Número de hipotecas	2004	840
02 Aragón	Solares	Número de hipotecas	2003	766
02 Aragón	Solares	Importe de hipotecas	2025	94.918
02 Aragón	Solares	Importe de hipotecas	2024	105.472
02 Aragón	Solares	Importe de hipotecas	2023	40.287
02 Aragón	Solares	Importe de hipotecas	2022	178.575
02 Aragón	Solares	Importe de hipotecas	2021	80.020
02 Aragón	Solares	Importe de hipotecas	2020	58.270
02 Aragón	Solares	Importe de hipotecas	2019	180.040
02 Aragón	Solares	Importe de hipotecas	2018	125.450
02 Aragón	Solares	Importe de hipotecas	2017	127.923
02 Aragón	Solares	Importe de hipotecas	2016	146.462
02 Aragón	Solares	Importe de hipotecas	2015	76.470
02 Aragón	Solares	Importe de hipotecas	2014	110.700
02 Aragón	Solares	Importe de hipotecas	2013	153.816
02 Aragón	Solares	Importe de hipotecas	2012	113.400
02 Aragón	Solares	Importe de hipotecas	2011	361.017
02 Aragón	Solares	Importe de hipotecas	2010	419.249
02 Aragón	Solares	Importe de hipotecas	2009	707.277
02 Aragón	Solares	Importe de hipotecas	2008	906.133
02 Aragón	Solares	Importe de hipotecas	2007	1.422.130
02 Aragón	Solares	Importe de hipotecas	2006	1.118.672
02 Aragón	Solares	Importe de hipotecas	2005	845.115
02 Aragón	Solares	Importe de hipotecas	2004	519.278
02 Aragón	Solares	Importe de hipotecas	2003	546.988
02 Aragón	Otros	Número de hipotecas	2025	4.278
02 Aragón	Otros	Número de hipotecas	2024	3.249
02 Aragón	Otros	Número de hipotecas	2023	2.949
02 Aragón	Otros	Número de hipotecas	2022	4.038
02 Aragón	Otros	Número de hipotecas	2021	3.463
02 Aragón	Otros	Número de hipotecas	2020	3.228
02 Aragón	Otros	Número de hipotecas	2019	3.187
02 Aragón	Otros	Número de hipotecas	2018	3.147
02 Aragón	Otros	Número de hipotecas	2017	3.277
02 Aragón	Otros	Número de hipotecas	2016	3.137
02 Aragón	Otros	Número de hipotecas	2015	2.718
02 Aragón	Otros	Número de hipotecas	2014	2.710
02 Aragón	Otros	Número de hipotecas	2013	3.705
02 Aragón	Otros	Número de hipotecas	2012	4.408
02 Aragón	Otros	Número de hipotecas	2011	5.977
02 Aragón	Otros	Número de hipotecas	2010	8.688
02 Aragón	Otros	Número de hipotecas	2009	12.899
02 Aragón	Otros	Número de hipotecas	2008	10.296
02 Aragón	Otros	Número de hipotecas	2007	12.404
02 Aragón	Otros	Número de hipotecas	2006	10.894
02 Aragón	Otros	Número de hipotecas	2005	9.947
02 Aragón	Otros	Número de hipotecas	2004	9.646
02 Aragón	Otros	Número de hipotecas	2003	9.541
02 Aragón	Otros	Importe de hipotecas	2025	588.872
02 Aragón	Otros	Importe de hipotecas	2024	546.277
02 Aragón	Otros	Importe de hipotecas	2023	385.046
02 Aragón	Otros	Importe de hipotecas	2022	531.520
02 Aragón	Otros	Importe de hipotecas	2021	476.616
02 Aragón	Otros	Importe de hipotecas	2020	508.917
02 Aragón	Otros	Importe de hipotecas	2019	529.807
02 Aragón	Otros	Importe de hipotecas	2018	706.534
02 Aragón	Otros	Importe de hipotecas	2017	326.471
02 Aragón	Otros	Importe de hipotecas	2016	340.597
02 Aragón	Otros	Importe de hipotecas	2015	600.502
02 Aragón	Otros	Importe de hipotecas	2014	722.304
02 Aragón	Otros	Importe de hipotecas	2013	306.988
02 Aragón	Otros	Importe de hipotecas	2012	379.442
02 Aragón	Otros	Importe de hipotecas	2011	657.459
02 Aragón	Otros	Importe de hipotecas	2010	1.117.279
02 Aragón	Otros	Importe de hipotecas	2009	1.176.500
02 Aragón	Otros	Importe de hipotecas	2008	1.575.026
02 Aragón	Otros	Importe de hipotecas	2007	2.305.664
02 Aragón	Otros	Importe de hipotecas	2006	1.714.588
02 Aragón	Otros	Importe de hipotecas	2005	1.283.935
02 Aragón	Otros	Importe de hipotecas	2004	1.043.662
02 Aragón	Otros	Importe de hipotecas	2003	763.176
03 Asturias, Principado de	Total fincas	Número de hipotecas	2025	12.445
03 Asturias, Principado de	Total fincas	Número de hipotecas	2024	11.405
03 Asturias, Principado de	Total fincas	Número de hipotecas	2023	10.061
03 Asturias, Principado de	Total fincas	Número de hipotecas	2022	11.717
03 Asturias, Principado de	Total fincas	Número de hipotecas	2021	10.994
03 Asturias, Principado de	Total fincas	Número de hipotecas	2020	10.139
03 Asturias, Principado de	Total fincas	Número de hipotecas	2019	9.436
03 Asturias, Principado de	Total fincas	Número de hipotecas	2018	9.303
03 Asturias, Principado de	Total fincas	Número de hipotecas	2017	8.444
03 Asturias, Principado de	Total fincas	Número de hipotecas	2016	7.689
03 Asturias, Principado de	Total fincas	Número de hipotecas	2015	7.061
03 Asturias, Principado de	Total fincas	Número de hipotecas	2014	6.339
03 Asturias, Principado de	Total fincas	Número de hipotecas	2013	6.379
03 Asturias, Principado de	Total fincas	Número de hipotecas	2012	8.657
03 Asturias, Principado de	Total fincas	Número de hipotecas	2011	12.189
03 Asturias, Principado de	Total fincas	Número de hipotecas	2010	22.868
03 Asturias, Principado de	Total fincas	Número de hipotecas	2009	21.751
03 Asturias, Principado de	Total fincas	Número de hipotecas	2008	25.246
03 Asturias, Principado de	Total fincas	Número de hipotecas	2007	32.247
03 Asturias, Principado de	Total fincas	Número de hipotecas	2006	30.949
03 Asturias, Principado de	Total fincas	Número de hipotecas	2005	28.588
03 Asturias, Principado de	Total fincas	Número de hipotecas	2004	29.824
03 Asturias, Principado de	Total fincas	Número de hipotecas	2003	29.867
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2025	1.552.051
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2024	1.313.298
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2023	1.151.759
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2022	1.363.284
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2021	1.144.891
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2020	1.266.308
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2019	1.038.992
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2018	1.066.954
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2017	993.528
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2016	818.881
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2015	728.394
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2014	825.666
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2013	675.004
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2012	968.361
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2011	1.549.323
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2010	2.917.985
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2009	2.787.912
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2008	3.577.244
03 Asturias, Principado de	Total fincas	Importe de hipotecas	2007	4.770.039
