Total Nacional;Provincias;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;49 Zamora;>150;Índice;2022;103,952
Total Nacional;49 Zamora;>150;Índice;2021;102,733
Total Nacional;49 Zamora;>150;Índice;2020;100,906
Total Nacional;49 Zamora;>150;Índice;2019;103,861
Total Nacional;49 Zamora;>150;Índice;2018;104,737
Total Nacional;49 Zamora;>150;Índice;2017;104,984
Total Nacional;49 Zamora;>150;Índice;2016;101,716
Total Nacional;49 Zamora;>150;Índice;2015;100
Total Nacional;49 Zamora;>150;Índice;2014;101,49
Total Nacional;49 Zamora;>150;Índice;2013;100,655
Total Nacional;49 Zamora;>150;Índice;2012;101,846
Total Nacional;49 Zamora;>150;Índice;2011;104,386
Total Nacional;49 Zamora;>150;Variación anual;2023;0
Total Nacional;49 Zamora;>150;Variación anual;2022;1,2
Total Nacional;49 Zamora;>150;Variación anual;2021;1,8
Total Nacional;49 Zamora;>150;Variación anual;2020;-2,8
Total Nacional;49 Zamora;>150;Variación anual;2019;-0,8
Total Nacional;49 Zamora;>150;Variación anual;2018;-0,2
Total Nacional;49 Zamora;>150;Variación anual;2017;3,2
Total Nacional;49 Zamora;>150;Variación anual;2016;1,7
Total Nacional;49 Zamora;>150;Variación anual;2015;-1,5
Total Nacional;49 Zamora;>150;Variación anual;2014;0,8
Total Nacional;49 Zamora;>150;Variación anual;2013;-1,2
Total Nacional;49 Zamora;>150;Variación anual;2012;-2,4
Total Nacional;49 Zamora;>150;Variación anual;2011;..
Total Nacional;50 Zaragoza;Total;Índice;2023;116,136
Total Nacional;50 Zaragoza;Total;Índice;2022;113,464
Total Nacional;50 Zaragoza;Total;Índice;2021;110,697
Total Nacional;50 Zaragoza;Total;Índice;2020;108,524
Total Nacional;50 Zaragoza;Total;Índice;2019;107,48
Total Nacional;50 Zaragoza;Total;Índice;2018;104,228
Total Nacional;50 Zaragoza;Total;Índice;2017;102,209
Total Nacional;50 Zaragoza;Total;Índice;2016;101,055
Total Nacional;50 Zaragoza;Total;Índice;2015;100
Total Nacional;50 Zaragoza;Total;Índice;2014;100,492
Total Nacional;50 Zaragoza;Total;Índice;2013;102,035
Total Nacional;50 Zaragoza;Total;Índice;2012;105,742
Total Nacional;50 Zaragoza;Total;Índice;2011;107,977
Total Nacional;50 Zaragoza;Total;Variación anual;2023;2,4
Total Nacional;50 Zaragoza;Total;Variación anual;2022;2,5
Total Nacional;50 Zaragoza;Total;Variación anual;2021;2
Total Nacional;50 Zaragoza;Total;Variación anual;2020;1
Total Nacional;50 Zaragoza;Total;Variación anual;2019;3,1
Total Nacional;50 Zaragoza;Total;Variación anual;2018;2
Total Nacional;50 Zaragoza;Total;Variación anual;2017;1,1
Total Nacional;50 Zaragoza;Total;Variación anual;2016;1,1
Total Nacional;50 Zaragoza;Total;Variación anual;2015;-0,5
Total Nacional;50 Zaragoza;Total;Variación anual;2014;-1,5
Total Nacional;50 Zaragoza;Total;Variación anual;2013;-3,5
Total Nacional;50 Zaragoza;Total;Variación anual;2012;-2,1
Total Nacional;50 Zaragoza;Total;Variación anual;2011;..
Total Nacional;50 Zaragoza;<=60;Índice;2023;118,985
Total Nacional;50 Zaragoza;<=60;Índice;2022;115,963
Total Nacional;50 Zaragoza;<=60;Índice;2021;112,949
Total Nacional;50 Zaragoza;<=60;Índice;2020;110,543
Total Nacional;50 Zaragoza;<=60;Índice;2019;109,322
Total Nacional;50 Zaragoza;<=60;Índice;2018;105,175
Total Nacional;50 Zaragoza;<=60;Índice;2017;102,863
Total Nacional;50 Zaragoza;<=60;Índice;2016;101,335
Total Nacional;50 Zaragoza;<=60;Índice;2015;100
Total Nacional;50 Zaragoza;<=60;Índice;2014;100,818
Total Nacional;50 Zaragoza;<=60;Índice;2013;102,578
Total Nacional;50 Zaragoza;<=60;Índice;2012;107,183
Total Nacional;50 Zaragoza;<=60;Índice;2011;110
Total Nacional;50 Zaragoza;<=60;Variación anual;2023;2,6
Total Nacional;50 Zaragoza;<=60;Variación anual;2022;2,7
Total Nacional;50 Zaragoza;<=60;Variación anual;2021;2,2
Total Nacional;50 Zaragoza;<=60;Variación anual;2020;1,1
Total Nacional;50 Zaragoza;<=60;Variación anual;2019;3,9
Total Nacional;50 Zaragoza;<=60;Variación anual;2018;2,2
Total Nacional;50 Zaragoza;<=60;Variación anual;2017;1,5
Total Nacional;50 Zaragoza;<=60;Variación anual;2016;1,3
Total Nacional;50 Zaragoza;<=60;Variación anual;2015;-0,8
Total Nacional;50 Zaragoza;<=60;Variación anual;2014;-1,7
Total Nacional;50 Zaragoza;<=60;Variación anual;2013;-4,3
Total Nacional;50 Zaragoza;<=60;Variación anual;2012;-2,6
Total Nacional;50 Zaragoza;<=60;Variación anual;2011;..
Total Nacional;50 Zaragoza;(60-75];Índice;2023;116,597
Total Nacional;50 Zaragoza;(60-75];Índice;2022;113,813
Total Nacional;50 Zaragoza;(60-75];Índice;2021;110,931
Total Nacional;50 Zaragoza;(60-75];Índice;2020;108,664
Total Nacional;50 Zaragoza;(60-75];Índice;2019;107,402
Total Nacional;50 Zaragoza;(60-75];Índice;2018;104,135
Total Nacional;50 Zaragoza;(60-75];Índice;2017;102,131
Total Nacional;50 Zaragoza;(60-75];Índice;2016;100,876
Total Nacional;50 Zaragoza;(60-75];Índice;2015;100
Total Nacional;50 Zaragoza;(60-75];Índice;2014;100,564
Total Nacional;50 Zaragoza;(60-75];Índice;2013;102,475
Total Nacional;50 Zaragoza;(60-75];Índice;2012;106,368
Total Nacional;50 Zaragoza;(60-75];Índice;2011;108,799
Total Nacional;50 Zaragoza;(60-75];Variación anual;2023;2,4
Total Nacional;50 Zaragoza;(60-75];Variación anual;2022;2,6
Total Nacional;50 Zaragoza;(60-75];Variación anual;2021;2,1
Total Nacional;50 Zaragoza;(60-75];Variación anual;2020;1,2
Total Nacional;50 Zaragoza;(60-75];Variación anual;2019;3,1
Total Nacional;50 Zaragoza;(60-75];Variación anual;2018;2
Total Nacional;50 Zaragoza;(60-75];Variación anual;2017;1,2
Total Nacional;50 Zaragoza;(60-75];Variación anual;2016;0,9
Total Nacional;50 Zaragoza;(60-75];Variación anual;2015;-0,6
Total Nacional;50 Zaragoza;(60-75];Variación anual;2014;-1,9
Total Nacional;50 Zaragoza;(60-75];Variación anual;2013;-3,7
Total Nacional;50 Zaragoza;(60-75];Variación anual;2012;-2,2
Total Nacional;50 Zaragoza;(60-75];Variación anual;2011;..
Total Nacional;50 Zaragoza;(75-90];Índice;2023;116,062
Total Nacional;50 Zaragoza;(75-90];Índice;2022;113,416
Total Nacional;50 Zaragoza;(75-90];Índice;2021;110,627
Total Nacional;50 Zaragoza;(75-90];Índice;2020;108,385
Total Nacional;50 Zaragoza;(75-90];Índice;2019;107,467
Total Nacional;50 Zaragoza;(75-90];Índice;2018;104,132
Total Nacional;50 Zaragoza;(75-90];Índice;2017;102,114
Total Nacional;50 Zaragoza;(75-90];Índice;2016;100,961
Total Nacional;50 Zaragoza;(75-90];Índice;2015;100
Total Nacional;50 Zaragoza;(75-90];Índice;2014;100,339
Total Nacional;50 Zaragoza;(75-90];Índice;2013;101,863
Total Nacional;50 Zaragoza;(75-90];Índice;2012;105,737
Total Nacional;50 Zaragoza;(75-90];Índice;2011;108,215
Total Nacional;50 Zaragoza;(75-90];Variación anual;2023;2,3
Total Nacional;50 Zaragoza;(75-90];Variación anual;2022;2,5
Total Nacional;50 Zaragoza;(75-90];Variación anual;2021;2,1
Total Nacional;50 Zaragoza;(75-90];Variación anual;2020;0,9
Total Nacional;50 Zaragoza;(75-90];Variación anual;2019;3,2
Total Nacional;50 Zaragoza;(75-90];Variación anual;2018;2
Total Nacional;50 Zaragoza;(75-90];Variación anual;2017;1,1
Total Nacional;50 Zaragoza;(75-90];Variación anual;2016;1
Total Nacional;50 Zaragoza;(75-90];Variación anual;2015;-0,3
Total Nacional;50 Zaragoza;(75-90];Variación anual;2014;-1,5
Total Nacional;50 Zaragoza;(75-90];Variación anual;2013;-3,7
Total Nacional;50 Zaragoza;(75-90];Variación anual;2012;-2,3
Total Nacional;50 Zaragoza;(75-90];Variación anual;2011;..
Total Nacional;50 Zaragoza;(90-120];Índice;2023;114,816
Total Nacional;50 Zaragoza;(90-120];Índice;2022;112,504
Total Nacional;50 Zaragoza;(90-120];Índice;2021;109,977
Total Nacional;50 Zaragoza;(90-120];Índice;2020;107,996
Total Nacional;50 Zaragoza;(90-120];Índice;2019;107,026
Total Nacional;50 Zaragoza;(90-120];Índice;2018;104,244
Total Nacional;50 Zaragoza;(90-120];Índice;2017;102,259
Total Nacional;50 Zaragoza;(90-120];Índice;2016;101,359
Total Nacional;50 Zaragoza;(90-120];Índice;2015;100
Total Nacional;50 Zaragoza;(90-120];Índice;2014;100,483
Total Nacional;50 Zaragoza;(90-120];Índice;2013;101,606
Total Nacional;50 Zaragoza;(90-120];Índice;2012;104,89
Total Nacional;50 Zaragoza;(90-120];Índice;2011;106,642
Total Nacional;50 Zaragoza;(90-120];Variación anual;2023;2,1
Total Nacional;50 Zaragoza;(90-120];Variación anual;2022;2,3
Total Nacional;50 Zaragoza;(90-120];Variación anual;2021;1,8
Total Nacional;50 Zaragoza;(90-120];Variación anual;2020;0,9
Total Nacional;50 Zaragoza;(90-120];Variación anual;2019;2,7
Total Nacional;50 Zaragoza;(90-120];Variación anual;2018;1,9
Total Nacional;50 Zaragoza;(90-120];Variación anual;2017;0,9
Total Nacional;50 Zaragoza;(90-120];Variación anual;2016;1,4
Total Nacional;50 Zaragoza;(90-120];Variación anual;2015;-0,5
Total Nacional;50 Zaragoza;(90-120];Variación anual;2014;-1,1
Total Nacional;50 Zaragoza;(90-120];Variación anual;2013;-3,1
Total Nacional;50 Zaragoza;(90-120];Variación anual;2012;-1,6
Total Nacional;50 Zaragoza;(90-120];Variación anual;2011;..
Total Nacional;50 Zaragoza;(120-150];Índice;2023;112,697
Total Nacional;50 Zaragoza;(120-150];Índice;2022;110,269
Total Nacional;50 Zaragoza;(120-150];Índice;2021;108,226
Total Nacional;50 Zaragoza;(120-150];Índice;2020;106,728
Total Nacional;50 Zaragoza;(120-150];Índice;2019;106,053
Total Nacional;50 Zaragoza;(120-150];Índice;2018;103,382
Total Nacional;50 Zaragoza;(120-150];Índice;2017;101,702
Total Nacional;50 Zaragoza;(120-150];Índice;2016;100,838
Total Nacional;50 Zaragoza;(120-150];Índice;2015;100
Total Nacional;50 Zaragoza;(120-150];Índice;2014;100,077
Total Nacional;50 Zaragoza;(120-150];Índice;2013;101,235
Total Nacional;50 Zaragoza;(120-150];Índice;2012;102,691
Total Nacional;50 Zaragoza;(120-150];Índice;2011;102,632
Total Nacional;50 Zaragoza;(120-150];Variación anual;2023;2,2
Total Nacional;50 Zaragoza;(120-150];Variación anual;2022;1,9
Total Nacional;50 Zaragoza;(120-150];Variación anual;2021;1,4
Total Nacional;50 Zaragoza;(120-150];Variación anual;2020;0,6
Total Nacional;50 Zaragoza;(120-150];Variación anual;2019;2,6
Total Nacional;50 Zaragoza;(120-150];Variación anual;2018;1,7
Total Nacional;50 Zaragoza;(120-150];Variación anual;2017;0,9
Total Nacional;50 Zaragoza;(120-150];Variación anual;2016;0,8
Total Nacional;50 Zaragoza;(120-150];Variación anual;2015;-0,1
Total Nacional;50 Zaragoza;(120-150];Variación anual;2014;-1,1
Total Nacional;50 Zaragoza;(120-150];Variación anual;2013;-1,4
Total Nacional;50 Zaragoza;(120-150];Variación anual;2012;0,1
Total Nacional;50 Zaragoza;(120-150];Variación anual;2011;..
Total Nacional;50 Zaragoza;>150;Índice;2023;108,587
Total Nacional;50 Zaragoza;>150;Índice;2022;106,286
Total Nacional;50 Zaragoza;>150;Índice;2021;103,582
Total Nacional;50 Zaragoza;>150;Índice;2020;101,797
Total Nacional;50 Zaragoza;>150;Índice;2019;101,772
Total Nacional;50 Zaragoza;>150;Índice;2018;100,939
Total Nacional;50 Zaragoza;>150;Índice;2017;99,845
Total Nacional;50 Zaragoza;>150;Índice;2016;99,709
Total Nacional;50 Zaragoza;>150;Índice;2015;100
Total Nacional;50 Zaragoza;>150;Índice;2014;99,542
Total Nacional;50 Zaragoza;>150;Índice;2013;100,28
Total Nacional;50 Zaragoza;>150;Índice;2012;101,866
Total Nacional;50 Zaragoza;>150;Índice;2011;103,737
Total Nacional;50 Zaragoza;>150;Variación anual;2023;2,2
Total Nacional;50 Zaragoza;>150;Variación anual;2022;2,6
Total Nacional;50 Zaragoza;>150;Variación anual;2021;1,8
Total Nacional;50 Zaragoza;>150;Variación anual;2020;0
Total Nacional;50 Zaragoza;>150;Variación anual;2019;0,8
Total Nacional;50 Zaragoza;>150;Variación anual;2018;1,1
Total Nacional;50 Zaragoza;>150;Variación anual;2017;0,1
Total Nacional;50 Zaragoza;>150;Variación anual;2016;-0,3
Total Nacional;50 Zaragoza;>150;Variación anual;2015;0,5
Total Nacional;50 Zaragoza;>150;Variación anual;2014;-0,7
Total Nacional;50 Zaragoza;>150;Variación anual;2013;-1,6
Total Nacional;50 Zaragoza;>150;Variación anual;2012;-1,8
Total Nacional;50 Zaragoza;>150;Variación anual;2011;..
Total Nacional;51 Ceuta;Total;Índice;2023;108,542
Total Nacional;51 Ceuta;Total;Índice;2022;107,679
Total Nacional;51 Ceuta;Total;Índice;2021;106,884
Total Nacional;51 Ceuta;Total;Índice;2020;105,383
Total Nacional;51 Ceuta;Total;Índice;2019;105,424
Total Nacional;51 Ceuta;Total;Índice;2018;103,849
Total Nacional;51 Ceuta;Total;Índice;2017;102,59
Total Nacional;51 Ceuta;Total;Índice;2016;102,235
Total Nacional;51 Ceuta;Total;Índice;2015;100
Total Nacional;51 Ceuta;Total;Índice;2014;99,539
Total Nacional;51 Ceuta;Total;Índice;2013;99,741
Total Nacional;51 Ceuta;Total;Índice;2012;99,913
Total Nacional;51 Ceuta;Total;Índice;2011;99,348
Total Nacional;51 Ceuta;Total;Variación anual;2023;0,8
Total Nacional;51 Ceuta;Total;Variación anual;2022;0,7
Total Nacional;51 Ceuta;Total;Variación anual;2021;1,4
Total Nacional;51 Ceuta;Total;Variación anual;2020;0
Total Nacional;51 Ceuta;Total;Variación anual;2019;1,5
Total Nacional;51 Ceuta;Total;Variación anual;2018;1,2
Total Nacional;51 Ceuta;Total;Variación anual;2017;0,3
Total Nacional;51 Ceuta;Total;Variación anual;2016;2,2
Total Nacional;51 Ceuta;Total;Variación anual;2015;0,5
Total Nacional;51 Ceuta;Total;Variación anual;2014;-0,2
Total Nacional;51 Ceuta;Total;Variación anual;2013;-0,2
Total Nacional;51 Ceuta;Total;Variación anual;2012;0,6
Total Nacional;51 Ceuta;Total;Variación anual;2011;..
Total Nacional;51 Ceuta;<=60;Índice;2023;109,377
Total Nacional;51 Ceuta;<=60;Índice;2022;108,782
Total Nacional;51 Ceuta;<=60;Índice;2021;107,821
Total Nacional;51 Ceuta;<=60;Índice;2020;105,835
Total Nacional;51 Ceuta;<=60;Índice;2019;103,801
Total Nacional;51 Ceuta;<=60;Índice;2018;101,678
Total Nacional;51 Ceuta;<=60;Índice;2017;101,241
Total Nacional;51 Ceuta;<=60;Índice;2016;101,951
Total Nacional;51 Ceuta;<=60;Índice;2015;100
Total Nacional;51 Ceuta;<=60;Índice;2014;98,977
Total Nacional;51 Ceuta;<=60;Índice;2013;97,589
Total Nacional;51 Ceuta;<=60;Índice;2012;99,894
Total Nacional;51 Ceuta;<=60;Índice;2011;99,914
Total Nacional;51 Ceuta;<=60;Variación anual;2023;0,5
Total Nacional;51 Ceuta;<=60;Variación anual;2022;0,9
Total Nacional;51 Ceuta;<=60;Variación anual;2021;1,9
Total Nacional;51 Ceuta;<=60;Variación anual;2020;2
Total Nacional;51 Ceuta;<=60;Variación anual;2019;2,1
Total Nacional;51 Ceuta;<=60;Variación anual;2018;0,4
Total Nacional;51 Ceuta;<=60;Variación anual;2017;-0,7
Total Nacional;51 Ceuta;<=60;Variación anual;2016;2
Total Nacional;51 Ceuta;<=60;Variación anual;2015;1
Total Nacional;51 Ceuta;<=60;Variación anual;2014;1,4
Total Nacional;51 Ceuta;<=60;Variación anual;2013;-2,3
Total Nacional;51 Ceuta;<=60;Variación anual;2012;0
Total Nacional;51 Ceuta;<=60;Variación anual;2011;..
Total Nacional;51 Ceuta;(60-75];Índice;2023;108,204
Total Nacional;51 Ceuta;(60-75];Índice;2022;107,303
Total Nacional;51 Ceuta;(60-75];Índice;2021;107,083
Total Nacional;51 Ceuta;(60-75];Índice;2020;105,524
Total Nacional;51 Ceuta;(60-75];Índice;2019;106,581
Total Nacional;51 Ceuta;(60-75];Índice;2018;103,525
Total Nacional;51 Ceuta;(60-75];Índice;2017;101,969
Total Nacional;51 Ceuta;(60-75];Índice;2016;102,116
Total Nacional;51 Ceuta;(60-75];Índice;2015;100
Total Nacional;51 Ceuta;(60-75];Índice;2014;99,849
Total Nacional;51 Ceuta;(60-75];Índice;2013;99,884
Total Nacional;51 Ceuta;(60-75];Índice;2012;96,832
Total Nacional;51 Ceuta;(60-75];Índice;2011;96,137
Total Nacional;51 Ceuta;(60-75];Variación anual;2023;0,8
Total Nacional;51 Ceuta;(60-75];Variación anual;2022;0,2
Total Nacional;51 Ceuta;(60-75];Variación anual;2021;1,5
Total Nacional;51 Ceuta;(60-75];Variación anual;2020;-1
Total Nacional;51 Ceuta;(60-75];Variación anual;2019;3
Total Nacional;51 Ceuta;(60-75];Variación anual;2018;1,5
Total Nacional;51 Ceuta;(60-75];Variación anual;2017;-0,1
Total Nacional;51 Ceuta;(60-75];Variación anual;2016;2,1
Total Nacional;51 Ceuta;(60-75];Variación anual;2015;0,2
Total Nacional;51 Ceuta;(60-75];Variación anual;2014;0
Total Nacional;51 Ceuta;(60-75];Variación anual;2013;3,2
Total Nacional;51 Ceuta;(60-75];Variación anual;2012;0,7
Total Nacional;51 Ceuta;(60-75];Variación anual;2011;..
Total Nacional;51 Ceuta;(75-90];Índice;2023;104,943
Total Nacional;51 Ceuta;(75-90];Índice;2022;104,665
Total Nacional;51 Ceuta;(75-90];Índice;2021;103,807
Total Nacional;51 Ceuta;(75-90];Índice;2020;101,666
Total Nacional;51 Ceuta;(75-90];Índice;2019;102,08
Total Nacional;51 Ceuta;(75-90];Índice;2018;101,91
Total Nacional;51 Ceuta;(75-90];Índice;2017;102,629
Total Nacional;51 Ceuta;(75-90];Índice;2016;101,069
Total Nacional;51 Ceuta;(75-90];Índice;2015;100
Total Nacional;51 Ceuta;(75-90];Índice;2014;102,274
Total Nacional;51 Ceuta;(75-90];Índice;2013;104,105
Total Nacional;51 Ceuta;(75-90];Índice;2012;105,89
Total Nacional;51 Ceuta;(75-90];Índice;2011;104,764
Total Nacional;51 Ceuta;(75-90];Variación anual;2023;0,3
Total Nacional;51 Ceuta;(75-90];Variación anual;2022;0,8
Total Nacional;51 Ceuta;(75-90];Variación anual;2021;2,1
Total Nacional;51 Ceuta;(75-90];Variación anual;2020;-0,4
Total Nacional;51 Ceuta;(75-90];Variación anual;2019;0,2
Total Nacional;51 Ceuta;(75-90];Variación anual;2018;-0,7
Total Nacional;51 Ceuta;(75-90];Variación anual;2017;1,5
Total Nacional;51 Ceuta;(75-90];Variación anual;2016;1,1
Total Nacional;51 Ceuta;(75-90];Variación anual;2015;-2,2
Total Nacional;51 Ceuta;(75-90];Variación anual;2014;-1,8
Total Nacional;51 Ceuta;(75-90];Variación anual;2013;-1,7
Total Nacional;51 Ceuta;(75-90];Variación anual;2012;1,1
Total Nacional;51 Ceuta;(75-90];Variación anual;2011;..
Total Nacional;51 Ceuta;(90-120];Índice;2023;107,455
Total Nacional;51 Ceuta;(90-120];Índice;2022;105,86
Total Nacional;51 Ceuta;(90-120];Índice;2021;105,655
Total Nacional;51 Ceuta;(90-120];Índice;2020;105
Total Nacional;51 Ceuta;(90-120];Índice;2019;105,658
Total Nacional;51 Ceuta;(90-120];Índice;2018;102,84
Total Nacional;51 Ceuta;(90-120];Índice;2017;102,542
Total Nacional;51 Ceuta;(90-120];Índice;2016;102,281
Total Nacional;51 Ceuta;(90-120];Índice;2015;100
Total Nacional;51 Ceuta;(90-120];Índice;2014;98,507
Total Nacional;51 Ceuta;(90-120];Índice;2013;98,727
