Municipio;Tipo de dato;Periodo;Total
08163 Pineda de Mar;Índice;2017;101,902
08163 Pineda de Mar;Índice;2016;100,673
08163 Pineda de Mar;Índice;2015;100
08163 Pineda de Mar;Índice;2014;99,697
08163 Pineda de Mar;Índice;2013;100,669
08163 Pineda de Mar;Índice;2012;102,826
08163 Pineda de Mar;Índice;2011;104,998
08163 Pineda de Mar;Variación anual;2023;1,8
08163 Pineda de Mar;Variación anual;2022;2,6
08163 Pineda de Mar;Variación anual;2021;2,2
08163 Pineda de Mar;Variación anual;2020;1,2
08163 Pineda de Mar;Variación anual;2019;2,8
08163 Pineda de Mar;Variación anual;2018;1,7
08163 Pineda de Mar;Variación anual;2017;1,2
08163 Pineda de Mar;Variación anual;2016;0,7
08163 Pineda de Mar;Variación anual;2015;0,3
08163 Pineda de Mar;Variación anual;2014;-1
08163 Pineda de Mar;Variación anual;2013;-2,1
08163 Pineda de Mar;Variación anual;2012;-2,1
08163 Pineda de Mar;Variación anual;2011;..
08169 Prat de Llobregat, El;Índice;2023;117,78
08169 Prat de Llobregat, El;Índice;2022;115,753
08169 Prat de Llobregat, El;Índice;2021;113,661
08169 Prat de Llobregat, El;Índice;2020;112,076
08169 Prat de Llobregat, El;Índice;2019;110,616
08169 Prat de Llobregat, El;Índice;2018;106,327
08169 Prat de Llobregat, El;Índice;2017;103,924
08169 Prat de Llobregat, El;Índice;2016;101,673
08169 Prat de Llobregat, El;Índice;2015;100
08169 Prat de Llobregat, El;Índice;2014;100,205
08169 Prat de Llobregat, El;Índice;2013;100,633
08169 Prat de Llobregat, El;Índice;2012;103,372
08169 Prat de Llobregat, El;Índice;2011;105,537
08169 Prat de Llobregat, El;Variación anual;2023;1,8
08169 Prat de Llobregat, El;Variación anual;2022;1,8
08169 Prat de Llobregat, El;Variación anual;2021;1,4
08169 Prat de Llobregat, El;Variación anual;2020;1,3
08169 Prat de Llobregat, El;Variación anual;2019;4
08169 Prat de Llobregat, El;Variación anual;2018;2,3
08169 Prat de Llobregat, El;Variación anual;2017;2,2
08169 Prat de Llobregat, El;Variación anual;2016;1,7
08169 Prat de Llobregat, El;Variación anual;2015;-0,2
08169 Prat de Llobregat, El;Variación anual;2014;-0,4
08169 Prat de Llobregat, El;Variación anual;2013;-2,6
08169 Prat de Llobregat, El;Variación anual;2012;-2,1
08169 Prat de Llobregat, El;Variación anual;2011;..
08172 Premià de Mar;Índice;2023;118,354
08172 Premià de Mar;Índice;2022;116,004
08172 Premià de Mar;Índice;2021;113,818
08172 Premià de Mar;Índice;2020;111,005
08172 Premià de Mar;Índice;2019;109,687
08172 Premià de Mar;Índice;2018;105,797
08172 Premià de Mar;Índice;2017;102,3
08172 Premià de Mar;Índice;2016;100,196
08172 Premià de Mar;Índice;2015;100
08172 Premià de Mar;Índice;2014;99,454
08172 Premià de Mar;Índice;2013;100,265
08172 Premià de Mar;Índice;2012;102,144
08172 Premià de Mar;Índice;2011;104,219
08172 Premià de Mar;Variación anual;2023;2
08172 Premià de Mar;Variación anual;2022;1,9
08172 Premià de Mar;Variación anual;2021;2,5
08172 Premià de Mar;Variación anual;2020;1,2
08172 Premià de Mar;Variación anual;2019;3,7
08172 Premià de Mar;Variación anual;2018;3,4
08172 Premià de Mar;Variación anual;2017;2,1
08172 Premià de Mar;Variación anual;2016;0,2
08172 Premià de Mar;Variación anual;2015;0,5
08172 Premià de Mar;Variación anual;2014;-0,8
08172 Premià de Mar;Variación anual;2013;-1,8
08172 Premià de Mar;Variación anual;2012;-2
08172 Premià de Mar;Variación anual;2011;..
08180 Ripollet;Índice;2023;119,232
08180 Ripollet;Índice;2022;117,091
08180 Ripollet;Índice;2021;114,849
08180 Ripollet;Índice;2020;113,311
08180 Ripollet;Índice;2019;111,524
08180 Ripollet;Índice;2018;107,767
08180 Ripollet;Índice;2017;103,639
08180 Ripollet;Índice;2016;101,782
08180 Ripollet;Índice;2015;100
08180 Ripollet;Índice;2014;98,271
08180 Ripollet;Índice;2013;98,976
08180 Ripollet;Índice;2012;102,625
08180 Ripollet;Índice;2011;106,309
08180 Ripollet;Variación anual;2023;1,8
08180 Ripollet;Variación anual;2022;2
08180 Ripollet;Variación anual;2021;1,4
08180 Ripollet;Variación anual;2020;1,6
08180 Ripollet;Variación anual;2019;3,5
08180 Ripollet;Variación anual;2018;4
08180 Ripollet;Variación anual;2017;1,8
08180 Ripollet;Variación anual;2016;1,8
08180 Ripollet;Variación anual;2015;1,8
08180 Ripollet;Variación anual;2014;-0,7
08180 Ripollet;Variación anual;2013;-3,6
08180 Ripollet;Variación anual;2012;-3,5
08180 Ripollet;Variación anual;2011;..
08181 Roca del Vallès, La;Índice;2023;116,45
08181 Roca del Vallès, La;Índice;2022;113,961
08181 Roca del Vallès, La;Índice;2021;111,471
08181 Roca del Vallès, La;Índice;2020;109,463
08181 Roca del Vallès, La;Índice;2019;107,04
08181 Roca del Vallès, La;Índice;2018;105,082
08181 Roca del Vallès, La;Índice;2017;103,701
08181 Roca del Vallès, La;Índice;2016;100,963
08181 Roca del Vallès, La;Índice;2015;100
08181 Roca del Vallès, La;Índice;2014;98,734
08181 Roca del Vallès, La;Índice;2013;101,052
08181 Roca del Vallès, La;Índice;2012;100,082
08181 Roca del Vallès, La;Índice;2011;102,356
08181 Roca del Vallès, La;Variación anual;2023;2,2
08181 Roca del Vallès, La;Variación anual;2022;2,2
08181 Roca del Vallès, La;Variación anual;2021;1,8
08181 Roca del Vallès, La;Variación anual;2020;2,3
08181 Roca del Vallès, La;Variación anual;2019;1,9
08181 Roca del Vallès, La;Variación anual;2018;1,3
08181 Roca del Vallès, La;Variación anual;2017;2,7
08181 Roca del Vallès, La;Variación anual;2016;1
08181 Roca del Vallès, La;Variación anual;2015;1,3
08181 Roca del Vallès, La;Variación anual;2014;-2,3
08181 Roca del Vallès, La;Variación anual;2013;1
08181 Roca del Vallès, La;Variación anual;2012;-2,2
08181 Roca del Vallès, La;Variación anual;2011;..
08184 Rubí;Índice;2023;124,075
08184 Rubí;Índice;2022;121,295
08184 Rubí;Índice;2021;118,709
08184 Rubí;Índice;2020;116,762
08184 Rubí;Índice;2019;114,238
08184 Rubí;Índice;2018;110,06
08184 Rubí;Índice;2017;105,233
08184 Rubí;Índice;2016;102,39
08184 Rubí;Índice;2015;100
08184 Rubí;Índice;2014;99,483
08184 Rubí;Índice;2013;101,143
08184 Rubí;Índice;2012;105,982
08184 Rubí;Índice;2011;107,997
08184 Rubí;Variación anual;2023;2,3
08184 Rubí;Variación anual;2022;2,2
08184 Rubí;Variación anual;2021;1,7
08184 Rubí;Variación anual;2020;2,2
08184 Rubí;Variación anual;2019;3,8
08184 Rubí;Variación anual;2018;4,6
08184 Rubí;Variación anual;2017;2,8
08184 Rubí;Variación anual;2016;2,4
08184 Rubí;Variación anual;2015;0,5
08184 Rubí;Variación anual;2014;-1,6
08184 Rubí;Variación anual;2013;-4,6
08184 Rubí;Variación anual;2012;-1,9
08184 Rubí;Variación anual;2011;..
08187 Sabadell;Índice;2023;122,912
08187 Sabadell;Índice;2022;119,962
08187 Sabadell;Índice;2021;117,165
08187 Sabadell;Índice;2020;115,009
08187 Sabadell;Índice;2019;112,966
08187 Sabadell;Índice;2018;108,463
08187 Sabadell;Índice;2017;104,86
08187 Sabadell;Índice;2016;102,149
08187 Sabadell;Índice;2015;100
08187 Sabadell;Índice;2014;99,047
08187 Sabadell;Índice;2013;100,238
08187 Sabadell;Índice;2012;104,162
08187 Sabadell;Índice;2011;107,276
08187 Sabadell;Variación anual;2023;2,5
08187 Sabadell;Variación anual;2022;2,4
08187 Sabadell;Variación anual;2021;1,9
08187 Sabadell;Variación anual;2020;1,8
08187 Sabadell;Variación anual;2019;4,2
08187 Sabadell;Variación anual;2018;3,4
08187 Sabadell;Variación anual;2017;2,7
08187 Sabadell;Variación anual;2016;2,1
08187 Sabadell;Variación anual;2015;1
08187 Sabadell;Variación anual;2014;-1,2
08187 Sabadell;Variación anual;2013;-3,8
08187 Sabadell;Variación anual;2012;-2,9
08187 Sabadell;Variación anual;2011;..
08194 Sant Adrià de Besòs;Índice;2023;118,441
08194 Sant Adrià de Besòs;Índice;2022;115,826
08194 Sant Adrià de Besòs;Índice;2021;113,755
08194 Sant Adrià de Besòs;Índice;2020;112,021
08194 Sant Adrià de Besòs;Índice;2019;111,032
08194 Sant Adrià de Besòs;Índice;2018;107,662
08194 Sant Adrià de Besòs;Índice;2017;104,513
08194 Sant Adrià de Besòs;Índice;2016;102,31
08194 Sant Adrià de Besòs;Índice;2015;100
08194 Sant Adrià de Besòs;Índice;2014;99,632
08194 Sant Adrià de Besòs;Índice;2013;99,92
08194 Sant Adrià de Besòs;Índice;2012;102,808
08194 Sant Adrià de Besòs;Índice;2011;104,406
08194 Sant Adrià de Besòs;Variación anual;2023;2,3
08194 Sant Adrià de Besòs;Variación anual;2022;1,8
08194 Sant Adrià de Besòs;Variación anual;2021;1,5
08194 Sant Adrià de Besòs;Variación anual;2020;0,9
08194 Sant Adrià de Besòs;Variación anual;2019;3,1
08194 Sant Adrià de Besòs;Variación anual;2018;3
08194 Sant Adrià de Besòs;Variación anual;2017;2,2
08194 Sant Adrià de Besòs;Variación anual;2016;2,3
08194 Sant Adrià de Besòs;Variación anual;2015;0,4
08194 Sant Adrià de Besòs;Variación anual;2014;-0,3
08194 Sant Adrià de Besòs;Variación anual;2013;-2,8
08194 Sant Adrià de Besòs;Variación anual;2012;-1,5
08194 Sant Adrià de Besòs;Variación anual;2011;..
08196 Sant Andreu de la Barca;Índice;2023;120,697
08196 Sant Andreu de la Barca;Índice;2022;117,801
08196 Sant Andreu de la Barca;Índice;2021;116,201
08196 Sant Andreu de la Barca;Índice;2020;113,312
08196 Sant Andreu de la Barca;Índice;2019;111,493
08196 Sant Andreu de la Barca;Índice;2018;107,113
08196 Sant Andreu de la Barca;Índice;2017;104,245
08196 Sant Andreu de la Barca;Índice;2016;101,65
08196 Sant Andreu de la Barca;Índice;2015;100
08196 Sant Andreu de la Barca;Índice;2014;99,463
08196 Sant Andreu de la Barca;Índice;2013;100,014
08196 Sant Andreu de la Barca;Índice;2012;104,557
08196 Sant Andreu de la Barca;Índice;2011;106,68
08196 Sant Andreu de la Barca;Variación anual;2023;2,5
08196 Sant Andreu de la Barca;Variación anual;2022;1,4
08196 Sant Andreu de la Barca;Variación anual;2021;2,5
08196 Sant Andreu de la Barca;Variación anual;2020;1,6
08196 Sant Andreu de la Barca;Variación anual;2019;4,1
08196 Sant Andreu de la Barca;Variación anual;2018;2,8
08196 Sant Andreu de la Barca;Variación anual;2017;2,6
08196 Sant Andreu de la Barca;Variación anual;2016;1,7
08196 Sant Andreu de la Barca;Variación anual;2015;0,5
08196 Sant Andreu de la Barca;Variación anual;2014;-0,6
08196 Sant Andreu de la Barca;Variación anual;2013;-4,3
08196 Sant Andreu de la Barca;Variación anual;2012;-2
08196 Sant Andreu de la Barca;Variación anual;2011;..
08197 Sant Andreu de Llavaneres;Índice;2023;118,875
08197 Sant Andreu de Llavaneres;Índice;2022;116,376
08197 Sant Andreu de Llavaneres;Índice;2021;113,447
08197 Sant Andreu de Llavaneres;Índice;2020;111,13
08197 Sant Andreu de Llavaneres;Índice;2019;109,878
08197 Sant Andreu de Llavaneres;Índice;2018;105,399
08197 Sant Andreu de Llavaneres;Índice;2017;102,358
08197 Sant Andreu de Llavaneres;Índice;2016;101,091
08197 Sant Andreu de Llavaneres;Índice;2015;100
08197 Sant Andreu de Llavaneres;Índice;2014;100,319
08197 Sant Andreu de Llavaneres;Índice;2013;100,938
08197 Sant Andreu de Llavaneres;Índice;2012;104,728
08197 Sant Andreu de Llavaneres;Índice;2011;106,958
08197 Sant Andreu de Llavaneres;Variación anual;2023;2,1
08197 Sant Andreu de Llavaneres;Variación anual;2022;2,6
08197 Sant Andreu de Llavaneres;Variación anual;2021;2,1
08197 Sant Andreu de Llavaneres;Variación anual;2020;1,1
08197 Sant Andreu de Llavaneres;Variación anual;2019;4,3
08197 Sant Andreu de Llavaneres;Variación anual;2018;3
08197 Sant Andreu de Llavaneres;Variación anual;2017;1,3
08197 Sant Andreu de Llavaneres;Variación anual;2016;1,1
08197 Sant Andreu de Llavaneres;Variación anual;2015;-0,3
08197 Sant Andreu de Llavaneres;Variación anual;2014;-0,6
08197 Sant Andreu de Llavaneres;Variación anual;2013;-3,6
08197 Sant Andreu de Llavaneres;Variación anual;2012;-2,1
08197 Sant Andreu de Llavaneres;Variación anual;2011;..
08200 Sant Boi de Llobregat;Índice;2023;117,808
08200 Sant Boi de Llobregat;Índice;2022;115,756
08200 Sant Boi de Llobregat;Índice;2021;113,792
08200 Sant Boi de Llobregat;Índice;2020;112,512
08200 Sant Boi de Llobregat;Índice;2019;110,083
08200 Sant Boi de Llobregat;Índice;2018;106,308
08200 Sant Boi de Llobregat;Índice;2017;103,676
08200 Sant Boi de Llobregat;Índice;2016;101,305
08200 Sant Boi de Llobregat;Índice;2015;100
08200 Sant Boi de Llobregat;Índice;2014;98,657
08200 Sant Boi de Llobregat;Índice;2013;99,694
08200 Sant Boi de Llobregat;Índice;2012;101,462
08200 Sant Boi de Llobregat;Índice;2011;103,28
08200 Sant Boi de Llobregat;Variación anual;2023;1,8
08200 Sant Boi de Llobregat;Variación anual;2022;1,7
08200 Sant Boi de Llobregat;Variación anual;2021;1,1
08200 Sant Boi de Llobregat;Variación anual;2020;2,2
08200 Sant Boi de Llobregat;Variación anual;2019;3,6
08200 Sant Boi de Llobregat;Variación anual;2018;2,5
08200 Sant Boi de Llobregat;Variación anual;2017;2,3
08200 Sant Boi de Llobregat;Variación anual;2016;1,3
08200 Sant Boi de Llobregat;Variación anual;2015;1,4
08200 Sant Boi de Llobregat;Variación anual;2014;-1
08200 Sant Boi de Llobregat;Variación anual;2013;-1,7
08200 Sant Boi de Llobregat;Variación anual;2012;-1,8
08200 Sant Boi de Llobregat;Variación anual;2011;..
08202 Sant Celoni;Índice;2023;121,597
08202 Sant Celoni;Índice;2022;118,079
08202 Sant Celoni;Índice;2021;114,907
08202 Sant Celoni;Índice;2020;112,613
08202 Sant Celoni;Índice;2019;110,318
08202 Sant Celoni;Índice;2018;107,68
08202 Sant Celoni;Índice;2017;103,918
08202 Sant Celoni;Índice;2016;102,155
08202 Sant Celoni;Índice;2015;100
08202 Sant Celoni;Índice;2014;100,242
08202 Sant Celoni;Índice;2013;101,964
08202 Sant Celoni;Índice;2012;103,392
08202 Sant Celoni;Índice;2011;105,114
08202 Sant Celoni;Variación anual;2023;3
08202 Sant Celoni;Variación anual;2022;2,8
08202 Sant Celoni;Variación anual;2021;2
08202 Sant Celoni;Variación anual;2020;2,1
08202 Sant Celoni;Variación anual;2019;2,5
08202 Sant Celoni;Variación anual;2018;3,6
08202 Sant Celoni;Variación anual;2017;1,7
08202 Sant Celoni;Variación anual;2016;2,2
08202 Sant Celoni;Variación anual;2015;-0,2
08202 Sant Celoni;Variación anual;2014;-1,7
08202 Sant Celoni;Variación anual;2013;-1,4
08202 Sant Celoni;Variación anual;2012;-1,6
08202 Sant Celoni;Variación anual;2011;..
08205 Sant Cugat del Vallès;Índice;2023;123,762
08205 Sant Cugat del Vallès;Índice;2022;120,669
08205 Sant Cugat del Vallès;Índice;2021;117,672
08205 Sant Cugat del Vallès;Índice;2020;115,191
08205 Sant Cugat del Vallès;Índice;2019;113,919
08205 Sant Cugat del Vallès;Índice;2018;109,444
08205 Sant Cugat del Vallès;Índice;2017;105,326
08205 Sant Cugat del Vallès;Índice;2016;102,833
08205 Sant Cugat del Vallès;Índice;2015;100
08205 Sant Cugat del Vallès;Índice;2014;99,158
08205 Sant Cugat del Vallès;Índice;2013;100,235
08205 Sant Cugat del Vallès;Índice;2012;102,104
08205 Sant Cugat del Vallès;Índice;2011;103,106
08205 Sant Cugat del Vallès;Variación anual;2023;2,6
08205 Sant Cugat del Vallès;Variación anual;2022;2,5
08205 Sant Cugat del Vallès;Variación anual;2021;2,2
08205 Sant Cugat del Vallès;Variación anual;2020;1,1
08205 Sant Cugat del Vallès;Variación anual;2019;4,1
08205 Sant Cugat del Vallès;Variación anual;2018;3,9
08205 Sant Cugat del Vallès;Variación anual;2017;2,4
08205 Sant Cugat del Vallès;Variación anual;2016;2,8
08205 Sant Cugat del Vallès;Variación anual;2015;0,8
08205 Sant Cugat del Vallès;Variación anual;2014;-1,1
08205 Sant Cugat del Vallès;Variación anual;2013;-1,8
08205 Sant Cugat del Vallès;Variación anual;2012;-1
08205 Sant Cugat del Vallès;Variación anual;2011;..
08211 Sant Feliu de Llobregat;Índice;2023;119,504
08211 Sant Feliu de Llobregat;Índice;2022;117,33
08211 Sant Feliu de Llobregat;Índice;2021;114,915
08211 Sant Feliu de Llobregat;Índice;2020;112,549
08211 Sant Feliu de Llobregat;Índice;2019;110,554
08211 Sant Feliu de Llobregat;Índice;2018;106,999
08211 Sant Feliu de Llobregat;Índice;2017;103,226
08211 Sant Feliu de Llobregat;Índice;2016;101,164
08211 Sant Feliu de Llobregat;Índice;2015;100
08211 Sant Feliu de Llobregat;Índice;2014;99,231
08211 Sant Feliu de Llobregat;Índice;2013;100,999
08211 Sant Feliu de Llobregat;Índice;2012;103,421
08211 Sant Feliu de Llobregat;Índice;2011;106,607
08211 Sant Feliu de Llobregat;Variación anual;2023;1,9
08211 Sant Feliu de Llobregat;Variación anual;2022;2,1
08211 Sant Feliu de Llobregat;Variación anual;2021;2,1
08211 Sant Feliu de Llobregat;Variación anual;2020;1,8
08211 Sant Feliu de Llobregat;Variación anual;2019;3,3
08211 Sant Feliu de Llobregat;Variación anual;2018;3,7
08211 Sant Feliu de Llobregat;Variación anual;2017;2
08211 Sant Feliu de Llobregat;Variación anual;2016;1,2
08211 Sant Feliu de Llobregat;Variación anual;2015;0,8
08211 Sant Feliu de Llobregat;Variación anual;2014;-1,8
08211 Sant Feliu de Llobregat;Variación anual;2013;-2,3
08211 Sant Feliu de Llobregat;Variación anual;2012;-3
08211 Sant Feliu de Llobregat;Variación anual;2011;..
08217 Sant Joan Despí;Índice;2023;120,089
08217 Sant Joan Despí;Índice;2022;117,383
08217 Sant Joan Despí;Índice;2021;114,496
08217 Sant Joan Despí;Índice;2020;112,888
08217 Sant Joan Despí;Índice;2019;109,984
08217 Sant Joan Despí;Índice;2018;106,404
08217 Sant Joan Despí;Índice;2017;102,537
08217 Sant Joan Despí;Índice;2016;101,12
08217 Sant Joan Despí;Índice;2015;100
08217 Sant Joan Despí;Índice;2014;99,632
08217 Sant Joan Despí;Índice;2013;99,619
08217 Sant Joan Despí;Índice;2012;102,832
08217 Sant Joan Despí;Índice;2011;104,743
08217 Sant Joan Despí;Variación anual;2023;2,3
08217 Sant Joan Despí;Variación anual;2022;2,5
08217 Sant Joan Despí;Variación anual;2021;1,4
08217 Sant Joan Despí;Variación anual;2020;2,6
08217 Sant Joan Despí;Variación anual;2019;3,4
08217 Sant Joan Despí;Variación anual;2018;3,8
08217 Sant Joan Despí;Variación anual;2017;1,4
08217 Sant Joan Despí;Variación anual;2016;1,1
08217 Sant Joan Despí;Variación anual;2015;0,4
08217 Sant Joan Despí;Variación anual;2014;0
08217 Sant Joan Despí;Variación anual;2013;-3,1
08217 Sant Joan Despí;Variación anual;2012;-1,8
08217 Sant Joan Despí;Variación anual;2011;..
08218 Sant Joan de Vilatorrada;Índice;2023;118,308
08218 Sant Joan de Vilatorrada;Índice;2022;116,046
08218 Sant Joan de Vilatorrada;Índice;2021;113,585
08218 Sant Joan de Vilatorrada;Índice;2020;110,118
08218 Sant Joan de Vilatorrada;Índice;2019;108,553
08218 Sant Joan de Vilatorrada;Índice;2018;105,352
08218 Sant Joan de Vilatorrada;Índice;2017;104,101
08218 Sant Joan de Vilatorrada;Índice;2016;104,603
08218 Sant Joan de Vilatorrada;Índice;2015;100
