Total Nacional;Comunidades y Ciudades Autónomas;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;13 Madrid, Comunidad de;(60-75];Índice;2014;99,925
Total Nacional;13 Madrid, Comunidad de;(60-75];Índice;2013;101,234
Total Nacional;13 Madrid, Comunidad de;(60-75];Índice;2012;105,029
Total Nacional;13 Madrid, Comunidad de;(60-75];Índice;2011;106,927
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2023;2,5
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2022;2,3
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2021;1,3
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2020;0,8
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2019;4,1
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2018;2,7
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2017;1,7
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2016;1,9
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2015;0,1
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2014;-1,3
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2013;-3,6
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2012;-1,8
Total Nacional;13 Madrid, Comunidad de;(60-75];Variación anual;2011;..
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2023;117,879
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2022;115,251
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2021;112,579
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2020;111,229
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2019;110,436
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2018;106,343
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2017;103,552
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2016;101,732
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2015;100
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2014;99,685
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2013;100,639
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2012;103,892
Total Nacional;13 Madrid, Comunidad de;(75-90];Índice;2011;105,645
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2023;2,3
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2022;2,4
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2021;1,2
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2020;0,7
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2019;3,8
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2018;2,7
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2017;1,8
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2016;1,7
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2015;0,3
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2014;-0,9
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2013;-3,1
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2012;-1,7
Total Nacional;13 Madrid, Comunidad de;(75-90];Variación anual;2011;..
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2023;116,932
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2022;114,342
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2021;111,755
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2020;110,468
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2019;109,817
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2018;105,894
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2017;103,271
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2016;101,618
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2015;100
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2014;99,482
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2013;100,007
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2012;102,548
Total Nacional;13 Madrid, Comunidad de;(90-120];Índice;2011;103,968
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2023;2,3
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2022;2,3
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2021;1,2
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2020;0,6
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2019;3,7
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2018;2,5
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2017;1,6
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2016;1,6
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2015;0,5
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2014;-0,5
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2013;-2,5
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2012;-1,4
Total Nacional;13 Madrid, Comunidad de;(90-120];Variación anual;2011;..
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2023;115,53
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2022;112,901
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2021;109,986
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2020;108,824
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2019;108,57
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2018;105,512
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2017;103,109
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2016;101,454
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2015;100
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2014;99,46
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2013;99,34
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2012;101,394
Total Nacional;13 Madrid, Comunidad de;(120-150];Índice;2011;101,878
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2023;2,3
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2022;2,6
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2021;1,1
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2020;0,2
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2019;2,9
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2018;2,3
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2017;1,6
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2016;1,5
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2015;0,5
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2014;0,1
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2013;-2
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2012;-0,5
Total Nacional;13 Madrid, Comunidad de;(120-150];Variación anual;2011;..
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2023;113,984
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2022;111,556
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2021;108,447
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2020;107,119
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2019;107,119
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2018;104,833
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2017;102,857
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2016;101,085
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2015;100
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2014;98,891
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2013;99,022
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2012;101
Total Nacional;13 Madrid, Comunidad de;>150;Índice;2011;102,332
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2023;2,2
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2022;2,9
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2021;1,2
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2020;0
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2019;2,2
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2018;1,9
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2017;1,8
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2016;1,1
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2015;1,1
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2014;-0,1
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2013;-2
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2012;-1,3
Total Nacional;13 Madrid, Comunidad de;>150;Variación anual;2011;..
Total Nacional;14 Murcia, Región de;Total;Índice;2023;117,657
Total Nacional;14 Murcia, Región de;Total;Índice;2022;114,904
Total Nacional;14 Murcia, Región de;Total;Índice;2021;111,978
Total Nacional;14 Murcia, Región de;Total;Índice;2020;109,418
Total Nacional;14 Murcia, Región de;Total;Índice;2019;108,057
Total Nacional;14 Murcia, Región de;Total;Índice;2018;104,953
Total Nacional;14 Murcia, Región de;Total;Índice;2017;102,814
Total Nacional;14 Murcia, Región de;Total;Índice;2016;101,493
Total Nacional;14 Murcia, Región de;Total;Índice;2015;100
Total Nacional;14 Murcia, Región de;Total;Índice;2014;100,279
Total Nacional;14 Murcia, Región de;Total;Índice;2013;101,307
Total Nacional;14 Murcia, Región de;Total;Índice;2012;104,461
Total Nacional;14 Murcia, Región de;Total;Índice;2011;106,614
Total Nacional;14 Murcia, Región de;Total;Variación anual;2023;2,4
Total Nacional;14 Murcia, Región de;Total;Variación anual;2022;2,6
Total Nacional;14 Murcia, Región de;Total;Variación anual;2021;2,3
Total Nacional;14 Murcia, Región de;Total;Variación anual;2020;1,3
Total Nacional;14 Murcia, Región de;Total;Variación anual;2019;3
Total Nacional;14 Murcia, Región de;Total;Variación anual;2018;2,1
Total Nacional;14 Murcia, Región de;Total;Variación anual;2017;1,3
Total Nacional;14 Murcia, Región de;Total;Variación anual;2016;1,5
Total Nacional;14 Murcia, Región de;Total;Variación anual;2015;-0,3
Total Nacional;14 Murcia, Región de;Total;Variación anual;2014;-1
Total Nacional;14 Murcia, Región de;Total;Variación anual;2013;-3
Total Nacional;14 Murcia, Región de;Total;Variación anual;2012;-2
Total Nacional;14 Murcia, Región de;Total;Variación anual;2011;..
Total Nacional;14 Murcia, Región de;<=60;Índice;2023;122,581
Total Nacional;14 Murcia, Región de;<=60;Índice;2022;119,51
Total Nacional;14 Murcia, Región de;<=60;Índice;2021;115,923
Total Nacional;14 Murcia, Región de;<=60;Índice;2020;113,235
Total Nacional;14 Murcia, Región de;<=60;Índice;2019;110,885
Total Nacional;14 Murcia, Región de;<=60;Índice;2018;106,782
Total Nacional;14 Murcia, Región de;<=60;Índice;2017;103,726
Total Nacional;14 Murcia, Región de;<=60;Índice;2016;101,801
Total Nacional;14 Murcia, Región de;<=60;Índice;2015;100
Total Nacional;14 Murcia, Región de;<=60;Índice;2014;99,384
Total Nacional;14 Murcia, Región de;<=60;Índice;2013;100,979
Total Nacional;14 Murcia, Región de;<=60;Índice;2012;103,922
Total Nacional;14 Murcia, Región de;<=60;Índice;2011;106,969
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2023;2,6
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2022;3,1
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2021;2,4
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2020;2,1
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2019;3,8
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2018;2,9
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2017;1,9
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2016;1,8
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2015;0,6
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2014;-1,6
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2013;-2,8
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2012;-2,8
Total Nacional;14 Murcia, Región de;<=60;Variación anual;2011;..
Total Nacional;14 Murcia, Región de;(60-75];Índice;2023;119,417
Total Nacional;14 Murcia, Región de;(60-75];Índice;2022;116,334
Total Nacional;14 Murcia, Región de;(60-75];Índice;2021;113,094
Total Nacional;14 Murcia, Región de;(60-75];Índice;2020;110,664
Total Nacional;14 Murcia, Región de;(60-75];Índice;2019;108,684
Total Nacional;14 Murcia, Región de;(60-75];Índice;2018;105,352
Total Nacional;14 Murcia, Región de;(60-75];Índice;2017;102,609
Total Nacional;14 Murcia, Región de;(60-75];Índice;2016;101,282
Total Nacional;14 Murcia, Región de;(60-75];Índice;2015;100
Total Nacional;14 Murcia, Región de;(60-75];Índice;2014;99,783
Total Nacional;14 Murcia, Región de;(60-75];Índice;2013;101,062
Total Nacional;14 Murcia, Región de;(60-75];Índice;2012;104,081
Total Nacional;14 Murcia, Región de;(60-75];Índice;2011;106,367
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2023;2,7
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2022;2,9
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2021;2,2
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2020;1,8
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2019;3,2
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2018;2,7
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2017;1,3
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2016;1,3
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2015;0,2
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2014;-1,3
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2013;-2,9
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2012;-2,1
Total Nacional;14 Murcia, Región de;(60-75];Variación anual;2011;..
Total Nacional;14 Murcia, Región de;(75-90];Índice;2023;119,151
Total Nacional;14 Murcia, Región de;(75-90];Índice;2022;116,17
Total Nacional;14 Murcia, Región de;(75-90];Índice;2021;112,998
Total Nacional;14 Murcia, Región de;(75-90];Índice;2020;110,4
Total Nacional;14 Murcia, Región de;(75-90];Índice;2019;109,217
Total Nacional;14 Murcia, Región de;(75-90];Índice;2018;105,746
Total Nacional;14 Murcia, Región de;(75-90];Índice;2017;103,312
Total Nacional;14 Murcia, Región de;(75-90];Índice;2016;102,017
Total Nacional;14 Murcia, Región de;(75-90];Índice;2015;100
Total Nacional;14 Murcia, Región de;(75-90];Índice;2014;100,498
Total Nacional;14 Murcia, Región de;(75-90];Índice;2013;101,157
Total Nacional;14 Murcia, Región de;(75-90];Índice;2012;104,515
Total Nacional;14 Murcia, Región de;(75-90];Índice;2011;106,43
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2023;2,6
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2022;2,8
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2021;2,4
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2020;1,1
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2019;3,3
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2018;2,4
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2017;1,3
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2016;2
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2015;-0,5
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2014;-0,7
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2013;-3,2
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2012;-1,8
Total Nacional;14 Murcia, Región de;(75-90];Variación anual;2011;..
Total Nacional;14 Murcia, Región de;(90-120];Índice;2023;116,961
Total Nacional;14 Murcia, Región de;(90-120];Índice;2022;114,317
Total Nacional;14 Murcia, Región de;(90-120];Índice;2021;111,637
Total Nacional;14 Murcia, Región de;(90-120];Índice;2020;109,06
Total Nacional;14 Murcia, Región de;(90-120];Índice;2019;107,871
Total Nacional;14 Murcia, Región de;(90-120];Índice;2018;104,938
Total Nacional;14 Murcia, Región de;(90-120];Índice;2017;102,877
Total Nacional;14 Murcia, Región de;(90-120];Índice;2016;101,456
Total Nacional;14 Murcia, Región de;(90-120];Índice;2015;100
Total Nacional;14 Murcia, Región de;(90-120];Índice;2014;100,444
Total Nacional;14 Murcia, Región de;(90-120];Índice;2013;101,542
Total Nacional;14 Murcia, Región de;(90-120];Índice;2012;104,701
Total Nacional;14 Murcia, Región de;(90-120];Índice;2011;107,175
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2023;2,3
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2022;2,4
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2021;2,4
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2020;1,1
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2019;2,8
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2018;2
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2017;1,4
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2016;1,5
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2015;-0,4
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2014;-1,1
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2013;-3
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2012;-2,3
Total Nacional;14 Murcia, Región de;(90-120];Variación anual;2011;..
Total Nacional;14 Murcia, Región de;(120-150];Índice;2023;114,492
Total Nacional;14 Murcia, Región de;(120-150];Índice;2022;112,118
Total Nacional;14 Murcia, Región de;(120-150];Índice;2021;109,474
Total Nacional;14 Murcia, Región de;(120-150];Índice;2020;107,072
Total Nacional;14 Murcia, Región de;(120-150];Índice;2019;106,03
Total Nacional;14 Murcia, Región de;(120-150];Índice;2018;103,407
Total Nacional;14 Murcia, Región de;(120-150];Índice;2017;102,084
Total Nacional;14 Murcia, Región de;(120-150];Índice;2016;101,087
Total Nacional;14 Murcia, Región de;(120-150];Índice;2015;100
Total Nacional;14 Murcia, Región de;(120-150];Índice;2014;100,752
Total Nacional;14 Murcia, Región de;(120-150];Índice;2013;101,741
Total Nacional;14 Murcia, Región de;(120-150];Índice;2012;104,855
Total Nacional;14 Murcia, Región de;(120-150];Índice;2011;105,831
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2023;2,1
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2022;2,4
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2021;2,2
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2020;1
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2019;2,5
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2018;1,3
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2017;1
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2016;1,1
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2015;-0,7
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2014;-1
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2013;-3
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2012;-0,9
Total Nacional;14 Murcia, Región de;(120-150];Variación anual;2011;..
Total Nacional;14 Murcia, Región de;>150;Índice;2023;112,926
Total Nacional;14 Murcia, Región de;>150;Índice;2022;110,647
Total Nacional;14 Murcia, Región de;>150;Índice;2021;108,12
Total Nacional;14 Murcia, Región de;>150;Índice;2020;105,335
Total Nacional;14 Murcia, Región de;>150;Índice;2019;104,647
Total Nacional;14 Murcia, Región de;>150;Índice;2018;102,555
Total Nacional;14 Murcia, Región de;>150;Índice;2017;101,653
Total Nacional;14 Murcia, Región de;>150;Índice;2016;101,13
Total Nacional;14 Murcia, Región de;>150;Índice;2015;100
Total Nacional;14 Murcia, Región de;>150;Índice;2014;100,087
Total Nacional;14 Murcia, Región de;>150;Índice;2013;100,246
Total Nacional;14 Murcia, Región de;>150;Índice;2012;103,548
Total Nacional;14 Murcia, Región de;>150;Índice;2011;105,171
Total Nacional;14 Murcia, Región de;>150;Variación anual;2023;2,1
Total Nacional;14 Murcia, Región de;>150;Variación anual;2022;2,3
Total Nacional;14 Murcia, Región de;>150;Variación anual;2021;2,6
Total Nacional;14 Murcia, Región de;>150;Variación anual;2020;0,7
Total Nacional;14 Murcia, Región de;>150;Variación anual;2019;2
Total Nacional;14 Murcia, Región de;>150;Variación anual;2018;0,9
Total Nacional;14 Murcia, Región de;>150;Variación anual;2017;0,5
Total Nacional;14 Murcia, Región de;>150;Variación anual;2016;1,1
Total Nacional;14 Murcia, Región de;>150;Variación anual;2015;-0,1
Total Nacional;14 Murcia, Región de;>150;Variación anual;2014;-0,2
Total Nacional;14 Murcia, Región de;>150;Variación anual;2013;-3,2
Total Nacional;14 Murcia, Región de;>150;Variación anual;2012;-1,5
Total Nacional;14 Murcia, Región de;>150;Variación anual;2011;..
Total Nacional;17 Rioja, La;Total;Índice;2023;115,998
Total Nacional;17 Rioja, La;Total;Índice;2022;113,42
Total Nacional;17 Rioja, La;Total;Índice;2021;110,651
Total Nacional;17 Rioja, La;Total;Índice;2020;108,712
Total Nacional;17 Rioja, La;Total;Índice;2019;107,508
Total Nacional;17 Rioja, La;Total;Índice;2018;104,596
Total Nacional;17 Rioja, La;Total;Índice;2017;103,018
Total Nacional;17 Rioja, La;Total;Índice;2016;101,604
Total Nacional;17 Rioja, La;Total;Índice;2015;100
Total Nacional;17 Rioja, La;Total;Índice;2014;100,105
Total Nacional;17 Rioja, La;Total;Índice;2013;101,965
Total Nacional;17 Rioja, La;Total;Índice;2012;105,158
Total Nacional;17 Rioja, La;Total;Índice;2011;107,642
Total Nacional;17 Rioja, La;Total;Variación anual;2023;2,3
Total Nacional;17 Rioja, La;Total;Variación anual;2022;2,5
Total Nacional;17 Rioja, La;Total;Variación anual;2021;1,8
Total Nacional;17 Rioja, La;Total;Variación anual;2020;1,1
Total Nacional;17 Rioja, La;Total;Variación anual;2019;2,8
Total Nacional;17 Rioja, La;Total;Variación anual;2018;1,5
Total Nacional;17 Rioja, La;Total;Variación anual;2017;1,4
Total Nacional;17 Rioja, La;Total;Variación anual;2016;1,6
Total Nacional;17 Rioja, La;Total;Variación anual;2015;-0,1
Total Nacional;17 Rioja, La;Total;Variación anual;2014;-1,8
Total Nacional;17 Rioja, La;Total;Variación anual;2013;-3
Total Nacional;17 Rioja, La;Total;Variación anual;2012;-2,3
Total Nacional;17 Rioja, La;Total;Variación anual;2011;..
Total Nacional;17 Rioja, La;<=60;Índice;2023;120,012
Total Nacional;17 Rioja, La;<=60;Índice;2022;116,381
Total Nacional;17 Rioja, La;<=60;Índice;2021;112,904
Total Nacional;17 Rioja, La;<=60;Índice;2020;110,78
Total Nacional;17 Rioja, La;<=60;Índice;2019;109,186
Total Nacional;17 Rioja, La;<=60;Índice;2018;105,836
Total Nacional;17 Rioja, La;<=60;Índice;2017;102,637
Total Nacional;17 Rioja, La;<=60;Índice;2016;101,995
Total Nacional;17 Rioja, La;<=60;Índice;2015;100
Total Nacional;17 Rioja, La;<=60;Índice;2014;99,273
Total Nacional;17 Rioja, La;<=60;Índice;2013;101,382
Total Nacional;17 Rioja, La;<=60;Índice;2012;105,643
Total Nacional;17 Rioja, La;<=60;Índice;2011;108,097
Total Nacional;17 Rioja, La;<=60;Variación anual;2023;3,1
Total Nacional;17 Rioja, La;<=60;Variación anual;2022;3,1
Total Nacional;17 Rioja, La;<=60;Variación anual;2021;1,9
Total Nacional;17 Rioja, La;<=60;Variación anual;2020;1,5
Total Nacional;17 Rioja, La;<=60;Variación anual;2019;3,2
Total Nacional;17 Rioja, La;<=60;Variación anual;2018;3,1
Total Nacional;17 Rioja, La;<=60;Variación anual;2017;0,6
Total Nacional;17 Rioja, La;<=60;Variación anual;2016;2
Total Nacional;17 Rioja, La;<=60;Variación anual;2015;0,7
Total Nacional;17 Rioja, La;<=60;Variación anual;2014;-2,1
Total Nacional;17 Rioja, La;<=60;Variación anual;2013;-4
Total Nacional;17 Rioja, La;<=60;Variación anual;2012;-2,3
Total Nacional;17 Rioja, La;<=60;Variación anual;2011;..
Total Nacional;17 Rioja, La;(60-75];Índice;2023;117,25
Total Nacional;17 Rioja, La;(60-75];Índice;2022;114,183
Total Nacional;17 Rioja, La;(60-75];Índice;2021;111,876
Total Nacional;17 Rioja, La;(60-75];Índice;2020;109,649
Total Nacional;17 Rioja, La;(60-75];Índice;2019;108,707
Total Nacional;17 Rioja, La;(60-75];Índice;2018;104,466
Total Nacional;17 Rioja, La;(60-75];Índice;2017;102,923
Total Nacional;17 Rioja, La;(60-75];Índice;2016;101,398
Total Nacional;17 Rioja, La;(60-75];Índice;2015;100
Total Nacional;17 Rioja, La;(60-75];Índice;2014;99,934
Total Nacional;17 Rioja, La;(60-75];Índice;2013;102,626
Total Nacional;17 Rioja, La;(60-75];Índice;2012;107
Total Nacional;17 Rioja, La;(60-75];Índice;2011;109,372
Total Nacional;17 Rioja, La;(60-75];Variación anual;2023;2,7
Total Nacional;17 Rioja, La;(60-75];Variación anual;2022;2,1
Total Nacional;17 Rioja, La;(60-75];Variación anual;2021;2
Total Nacional;17 Rioja, La;(60-75];Variación anual;2020;0,9
Total Nacional;17 Rioja, La;(60-75];Variación anual;2019;4,1
Total Nacional;17 Rioja, La;(60-75];Variación anual;2018;1,5
Total Nacional;17 Rioja, La;(60-75];Variación anual;2017;1,5
Total Nacional;17 Rioja, La;(60-75];Variación anual;2016;1,4
Total Nacional;17 Rioja, La;(60-75];Variación anual;2015;0,1
Total Nacional;17 Rioja, La;(60-75];Variación anual;2014;-2,6
Total Nacional;17 Rioja, La;(60-75];Variación anual;2013;-4,1
Total Nacional;17 Rioja, La;(60-75];Variación anual;2012;-2,2
Total Nacional;17 Rioja, La;(60-75];Variación anual;2011;..
Total Nacional;17 Rioja, La;(75-90];Índice;2023;116,825
Total Nacional;17 Rioja, La;(75-90];Índice;2022;114,124
Total Nacional;17 Rioja, La;(75-90];Índice;2021;111,119
Total Nacional;17 Rioja, La;(75-90];Índice;2020;109,226
Total Nacional;17 Rioja, La;(75-90];Índice;2019;107,455
Total Nacional;17 Rioja, La;(75-90];Índice;2018;104,704
Total Nacional;17 Rioja, La;(75-90];Índice;2017;103,059
Total Nacional;17 Rioja, La;(75-90];Índice;2016;101,745
Total Nacional;17 Rioja, La;(75-90];Índice;2015;100
Total Nacional;17 Rioja, La;(75-90];Índice;2014;100,637
Total Nacional;17 Rioja, La;(75-90];Índice;2013;102,869
Total Nacional;17 Rioja, La;(75-90];Índice;2012;105,948
Total Nacional;17 Rioja, La;(75-90];Índice;2011;109,193
Total Nacional;17 Rioja, La;(75-90];Variación anual;2023;2,4
Total Nacional;17 Rioja, La;(75-90];Variación anual;2022;2,7
Total Nacional;17 Rioja, La;(75-90];Variación anual;2021;1,7
Total Nacional;17 Rioja, La;(75-90];Variación anual;2020;1,6
Total Nacional;17 Rioja, La;(75-90];Variación anual;2019;2,6
Total Nacional;17 Rioja, La;(75-90];Variación anual;2018;1,6
Total Nacional;17 Rioja, La;(75-90];Variación anual;2017;1,3
Total Nacional;17 Rioja, La;(75-90];Variación anual;2016;1,7
