Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Tamaño del hogar;Periodo;Total
Total Nacional;Andalucía;Huelva;Total;2035;238.893
Total Nacional;Andalucía;Huelva;Total;2034;236.923
Total Nacional;Andalucía;Huelva;Total;2033;234.879
Total Nacional;Andalucía;Huelva;Total;2032;232.701
Total Nacional;Andalucía;Huelva;Total;2031;230.373
Total Nacional;Andalucía;Huelva;Total;2030;227.860
Total Nacional;Andalucía;Huelva;Total;2029;225.086
Total Nacional;Andalucía;Huelva;Total;2028;221.978
Total Nacional;Andalucía;Huelva;Total;2027;218.643
Total Nacional;Andalucía;Huelva;Total;2026;215.179
Total Nacional;Andalucía;Huelva;Total;2025;211.525
Total Nacional;Andalucía;Huelva;Total;2024;207.758
Total Nacional;Andalucía;Huelva;1 persona;2039;79.681
Total Nacional;Andalucía;Huelva;1 persona;2038;78.335
Total Nacional;Andalucía;Huelva;1 persona;2037;76.912
Total Nacional;Andalucía;Huelva;1 persona;2036;75.483
Total Nacional;Andalucía;Huelva;1 persona;2035;74.023
Total Nacional;Andalucía;Huelva;1 persona;2034;72.541
Total Nacional;Andalucía;Huelva;1 persona;2033;71.039
Total Nacional;Andalucía;Huelva;1 persona;2032;69.486
Total Nacional;Andalucía;Huelva;1 persona;2031;67.887
Total Nacional;Andalucía;Huelva;1 persona;2030;66.252
Total Nacional;Andalucía;Huelva;1 persona;2029;64.517
Total Nacional;Andalucía;Huelva;1 persona;2028;62.637
Total Nacional;Andalucía;Huelva;1 persona;2027;60.730
Total Nacional;Andalucía;Huelva;1 persona;2026;58.894
Total Nacional;Andalucía;Huelva;1 persona;2025;56.979
Total Nacional;Andalucía;Huelva;1 persona;2024;55.051
Total Nacional;Andalucía;Huelva;2 personas;2039;75.414
Total Nacional;Andalucía;Huelva;2 personas;2038;74.481
Total Nacional;Andalucía;Huelva;2 personas;2037;73.508
Total Nacional;Andalucía;Huelva;2 personas;2036;72.480
Total Nacional;Andalucía;Huelva;2 personas;2035;71.448
Total Nacional;Andalucía;Huelva;2 personas;2034;70.394
Total Nacional;Andalucía;Huelva;2 personas;2033;69.322
Total Nacional;Andalucía;Huelva;2 personas;2032;68.210
Total Nacional;Andalucía;Huelva;2 personas;2031;67.054
Total Nacional;Andalucía;Huelva;2 personas;2030;65.847
Total Nacional;Andalucía;Huelva;2 personas;2029;64.562
Total Nacional;Andalucía;Huelva;2 personas;2028;63.192
Total Nacional;Andalucía;Huelva;2 personas;2027;61.772
Total Nacional;Andalucía;Huelva;2 personas;2026;60.337
Total Nacional;Andalucía;Huelva;2 personas;2025;58.905
Total Nacional;Andalucía;Huelva;2 personas;2024;57.413
Total Nacional;Andalucía;Huelva;3 personas;2039;45.860
Total Nacional;Andalucía;Huelva;3 personas;2038;45.960
Total Nacional;Andalucía;Huelva;3 personas;2037;46.051
Total Nacional;Andalucía;Huelva;3 personas;2036;46.132
Total Nacional;Andalucía;Huelva;3 personas;2035;46.193
Total Nacional;Andalucía;Huelva;3 personas;2034;46.228
Total Nacional;Andalucía;Huelva;3 personas;2033;46.238
Total Nacional;Andalucía;Huelva;3 personas;2032;46.216
Total Nacional;Andalucía;Huelva;3 personas;2031;46.151
Total Nacional;Andalucía;Huelva;3 personas;2030;46.025
Total Nacional;Andalucía;Huelva;3 personas;2029;45.846
Total Nacional;Andalucía;Huelva;3 personas;2028;45.602
Total Nacional;Andalucía;Huelva;3 personas;2027;45.288
Total Nacional;Andalucía;Huelva;3 personas;2026;44.888
Total Nacional;Andalucía;Huelva;3 personas;2025;44.444
Total Nacional;Andalucía;Huelva;3 personas;2024;43.973
Total Nacional;Andalucía;Huelva;4 personas o más;2039;45.222
Total Nacional;Andalucía;Huelva;4 personas o más;2038;45.685
Total Nacional;Andalucía;Huelva;4 personas o más;2037;46.183
Total Nacional;Andalucía;Huelva;4 personas o más;2036;46.704
Total Nacional;Andalucía;Huelva;4 personas o más;2035;47.229
Total Nacional;Andalucía;Huelva;4 personas o más;2034;47.760
Total Nacional;Andalucía;Huelva;4 personas o más;2033;48.280
Total Nacional;Andalucía;Huelva;4 personas o más;2032;48.789
Total Nacional;Andalucía;Huelva;4 personas o más;2031;49.281
Total Nacional;Andalucía;Huelva;4 personas o más;2030;49.736
Total Nacional;Andalucía;Huelva;4 personas o más;2029;50.161
Total Nacional;Andalucía;Huelva;4 personas o más;2028;50.547
Total Nacional;Andalucía;Huelva;4 personas o más;2027;50.853
Total Nacional;Andalucía;Huelva;4 personas o más;2026;51.060
Total Nacional;Andalucía;Huelva;4 personas o más;2025;51.197
Total Nacional;Andalucía;Huelva;4 personas o más;2024;51.321
Total Nacional;Andalucía;Huelva;Tamaño medio;2039;2,35
Total Nacional;Andalucía;Huelva;Tamaño medio;2038;2,37
Total Nacional;Andalucía;Huelva;Tamaño medio;2037;2,38
Total Nacional;Andalucía;Huelva;Tamaño medio;2036;2,39
Total Nacional;Andalucía;Huelva;Tamaño medio;2035;2,4
Total Nacional;Andalucía;Huelva;Tamaño medio;2034;2,42
Total Nacional;Andalucía;Huelva;Tamaño medio;2033;2,43
Total Nacional;Andalucía;Huelva;Tamaño medio;2032;2,45
Total Nacional;Andalucía;Huelva;Tamaño medio;2031;2,46
Total Nacional;Andalucía;Huelva;Tamaño medio;2030;2,47
Total Nacional;Andalucía;Huelva;Tamaño medio;2029;2,49
Total Nacional;Andalucía;Huelva;Tamaño medio;2028;2,5
Total Nacional;Andalucía;Huelva;Tamaño medio;2027;2,52
Total Nacional;Andalucía;Huelva;Tamaño medio;2026;2,53
Total Nacional;Andalucía;Huelva;Tamaño medio;2025;2,55
Total Nacional;Andalucía;Huelva;Tamaño medio;2024;2,56
Total Nacional;Andalucía;Cádiz;Total;2039;559.126
Total Nacional;Andalucía;Cádiz;Total;2038;555.807
Total Nacional;Andalucía;Cádiz;Total;2037;552.241
Total Nacional;Andalucía;Cádiz;Total;2036;548.540
Total Nacional;Andalucía;Cádiz;Total;2035;544.729
Total Nacional;Andalucía;Cádiz;Total;2034;540.790
Total Nacional;Andalucía;Cádiz;Total;2033;536.724
Total Nacional;Andalucía;Cádiz;Total;2032;532.324
Total Nacional;Andalucía;Cádiz;Total;2031;527.731
Total Nacional;Andalucía;Cádiz;Total;2030;522.784
Total Nacional;Andalucía;Cádiz;Total;2029;517.447
Total Nacional;Andalucía;Cádiz;Total;2028;511.573
Total Nacional;Andalucía;Cádiz;Total;2027;505.358
Total Nacional;Andalucía;Cádiz;Total;2026;498.826
Total Nacional;Andalucía;Cádiz;Total;2025;492.007
Total Nacional;Andalucía;Cádiz;Total;2024;485.013
Total Nacional;Andalucía;Cádiz;1 persona;2039;180.901
Total Nacional;Andalucía;Cádiz;1 persona;2038;177.737
Total Nacional;Andalucía;Cádiz;1 persona;2037;174.375
Total Nacional;Andalucía;Cádiz;1 persona;2036;170.993
Total Nacional;Andalucía;Cádiz;1 persona;2035;167.515
Total Nacional;Andalucía;Cádiz;1 persona;2034;164.002
Total Nacional;Andalucía;Cádiz;1 persona;2033;160.391
Total Nacional;Andalucía;Cádiz;1 persona;2032;156.582
Total Nacional;Andalucía;Cádiz;1 persona;2031;152.735
Total Nacional;Andalucía;Cádiz;1 persona;2030;148.776
Total Nacional;Andalucía;Cádiz;1 persona;2029;144.608
Total Nacional;Andalucía;Cádiz;1 persona;2028;140.149
Total Nacional;Andalucía;Cádiz;1 persona;2027;135.685
Total Nacional;Andalucía;Cádiz;1 persona;2026;131.145
Total Nacional;Andalucía;Cádiz;1 persona;2025;126.498
Total Nacional;Andalucía;Cádiz;1 persona;2024;121.834
Total Nacional;Andalucía;Cádiz;2 personas;2039;177.131
Total Nacional;Andalucía;Cádiz;2 personas;2038;174.968
Total Nacional;Andalucía;Cádiz;2 personas;2037;172.668
Total Nacional;Andalucía;Cádiz;2 personas;2036;170.211
Total Nacional;Andalucía;Cádiz;2 personas;2035;167.739
Total Nacional;Andalucía;Cádiz;2 personas;2034;165.172
Total Nacional;Andalucía;Cádiz;2 personas;2033;162.620
Total Nacional;Andalucía;Cádiz;2 personas;2032;159.909
Total Nacional;Andalucía;Cádiz;2 personas;2031;157.142
Total Nacional;Andalucía;Cádiz;2 personas;2030;154.185
Total Nacional;Andalucía;Cádiz;2 personas;2029;151.170
Total Nacional;Andalucía;Cádiz;2 personas;2028;147.993
Total Nacional;Andalucía;Cádiz;2 personas;2027;144.658
Total Nacional;Andalucía;Cádiz;2 personas;2026;141.292
Total Nacional;Andalucía;Cádiz;2 personas;2025;137.890
Total Nacional;Andalucía;Cádiz;2 personas;2024;134.391
Total Nacional;Andalucía;Cádiz;3 personas;2039;104.504
Total Nacional;Andalucía;Cádiz;3 personas;2038;104.970
Total Nacional;Andalucía;Cádiz;3 personas;2037;105.430
Total Nacional;Andalucía;Cádiz;3 personas;2036;105.842
Total Nacional;Andalucía;Cádiz;3 personas;2035;106.229
Total Nacional;Andalucía;Cádiz;3 personas;2034;106.575
Total Nacional;Andalucía;Cádiz;3 personas;2033;106.894
Total Nacional;Andalucía;Cádiz;3 personas;2032;107.163
Total Nacional;Andalucía;Cádiz;3 personas;2031;107.352
Total Nacional;Andalucía;Cádiz;3 personas;2030;107.462
Total Nacional;Andalucía;Cádiz;3 personas;2029;107.494
Total Nacional;Andalucía;Cádiz;3 personas;2028;107.441
Total Nacional;Andalucía;Cádiz;3 personas;2027;107.275
Total Nacional;Andalucía;Cádiz;3 personas;2026;106.993
Total Nacional;Andalucía;Cádiz;3 personas;2025;106.659
Total Nacional;Andalucía;Cádiz;3 personas;2024;106.277
Total Nacional;Andalucía;Cádiz;4 personas o más;2039;96.590
Total Nacional;Andalucía;Cádiz;4 personas o más;2038;98.132
Total Nacional;Andalucía;Cádiz;4 personas o más;2037;99.768
Total Nacional;Andalucía;Cádiz;4 personas o más;2036;101.494
Total Nacional;Andalucía;Cádiz;4 personas o más;2035;103.246
Total Nacional;Andalucía;Cádiz;4 personas o más;2034;105.041
Total Nacional;Andalucía;Cádiz;4 personas o más;2033;106.819
Total Nacional;Andalucía;Cádiz;4 personas o más;2032;108.670
Total Nacional;Andalucía;Cádiz;4 personas o más;2031;110.502
Total Nacional;Andalucía;Cádiz;4 personas o más;2030;112.361
Total Nacional;Andalucía;Cádiz;4 personas o más;2029;114.175
Total Nacional;Andalucía;Cádiz;4 personas o más;2028;115.990
Total Nacional;Andalucía;Cádiz;4 personas o más;2027;117.740
Total Nacional;Andalucía;Cádiz;4 personas o más;2026;119.396
Total Nacional;Andalucía;Cádiz;4 personas o más;2025;120.960
Total Nacional;Andalucía;Cádiz;4 personas o más;2024;122.511
Total Nacional;Andalucía;Cádiz;Tamaño medio;2039;2,29
Total Nacional;Andalucía;Cádiz;Tamaño medio;2038;2,3
Total Nacional;Andalucía;Cádiz;Tamaño medio;2037;2,32
Total Nacional;Andalucía;Cádiz;Tamaño medio;2036;2,34
Total Nacional;Andalucía;Cádiz;Tamaño medio;2035;2,35
Total Nacional;Andalucía;Cádiz;Tamaño medio;2034;2,37
Total Nacional;Andalucía;Cádiz;Tamaño medio;2033;2,39
Total Nacional;Andalucía;Cádiz;Tamaño medio;2032;2,41
Total Nacional;Andalucía;Cádiz;Tamaño medio;2031;2,43
Total Nacional;Andalucía;Cádiz;Tamaño medio;2030;2,45
Total Nacional;Andalucía;Cádiz;Tamaño medio;2029;2,47
Total Nacional;Andalucía;Cádiz;Tamaño medio;2028;2,49
Total Nacional;Andalucía;Cádiz;Tamaño medio;2027;2,51
Total Nacional;Andalucía;Cádiz;Tamaño medio;2026;2,53
Total Nacional;Andalucía;Cádiz;Tamaño medio;2025;2,56
Total Nacional;Andalucía;Cádiz;Tamaño medio;2024;2,58
Total Nacional;Andalucía;Sevilla;Total;2039;861.756
Total Nacional;Andalucía;Sevilla;Total;2038;856.297
Total Nacional;Andalucía;Sevilla;Total;2037;850.560
Total Nacional;Andalucía;Sevilla;Total;2036;844.665
Total Nacional;Andalucía;Sevilla;Total;2035;838.609
Total Nacional;Andalucía;Sevilla;Total;2034;832.378
Total Nacional;Andalucía;Sevilla;Total;2033;826.014
Total Nacional;Andalucía;Sevilla;Total;2032;819.267
Total Nacional;Andalucía;Sevilla;Total;2031;812.202
Total Nacional;Andalucía;Sevilla;Total;2030;804.830
Total Nacional;Andalucía;Sevilla;Total;2029;796.828
Total Nacional;Andalucía;Sevilla;Total;2028;788.092
Total Nacional;Andalucía;Sevilla;Total;2027;778.970
Total Nacional;Andalucía;Sevilla;Total;2026;769.539
Total Nacional;Andalucía;Sevilla;Total;2025;759.596
Total Nacional;Andalucía;Sevilla;Total;2024;749.472
Total Nacional;Andalucía;Sevilla;1 persona;2039;270.429
Total Nacional;Andalucía;Sevilla;1 persona;2038;265.448
Total Nacional;Andalucía;Sevilla;1 persona;2037;260.250
Total Nacional;Andalucía;Sevilla;1 persona;2036;255.031
Total Nacional;Andalucía;Sevilla;1 persona;2035;249.673
Total Nacional;Andalucía;Sevilla;1 persona;2034;244.255
Total Nacional;Andalucía;Sevilla;1 persona;2033;238.743
Total Nacional;Andalucía;Sevilla;1 persona;2032;233.008
Total Nacional;Andalucía;Sevilla;1 persona;2031;227.181
Total Nacional;Andalucía;Sevilla;1 persona;2030;221.370
Total Nacional;Andalucía;Sevilla;1 persona;2029;215.193
Total Nacional;Andalucía;Sevilla;1 persona;2028;208.633
Total Nacional;Andalucía;Sevilla;1 persona;2027;202.110
Total Nacional;Andalucía;Sevilla;1 persona;2026;195.682
Total Nacional;Andalucía;Sevilla;1 persona;2025;188.943
Total Nacional;Andalucía;Sevilla;1 persona;2024;182.224
Total Nacional;Andalucía;Sevilla;2 personas;2039;269.166
Total Nacional;Andalucía;Sevilla;2 personas;2038;265.940
Total Nacional;Andalucía;Sevilla;2 personas;2037;262.524
Total Nacional;Andalucía;Sevilla;2 personas;2036;258.911
Total Nacional;Andalucía;Sevilla;2 personas;2035;255.247
Total Nacional;Andalucía;Sevilla;2 personas;2034;251.449
Total Nacional;Andalucía;Sevilla;2 personas;2033;247.670
Total Nacional;Andalucía;Sevilla;2 personas;2032;243.735
Total Nacional;Andalucía;Sevilla;2 personas;2031;239.663
Total Nacional;Andalucía;Sevilla;2 personas;2030;235.437
Total Nacional;Andalucía;Sevilla;2 personas;2029;231.059
Total Nacional;Andalucía;Sevilla;2 personas;2028;226.454
Total Nacional;Andalucía;Sevilla;2 personas;2027;221.708
Total Nacional;Andalucía;Sevilla;2 personas;2026;216.891
Total Nacional;Andalucía;Sevilla;2 personas;2025;212.029
Total Nacional;Andalucía;Sevilla;2 personas;2024;207.049
Total Nacional;Andalucía;Sevilla;3 personas;2039;158.519
Total Nacional;Andalucía;Sevilla;3 personas;2038;159.048
Total Nacional;Andalucía;Sevilla;3 personas;2037;159.563
Total Nacional;Andalucía;Sevilla;3 personas;2036;160.019
Total Nacional;Andalucía;Sevilla;3 personas;2035;160.444
Total Nacional;Andalucía;Sevilla;3 personas;2034;160.814
Total Nacional;Andalucía;Sevilla;3 personas;2033;161.148
Total Nacional;Andalucía;Sevilla;3 personas;2032;161.407
Total Nacional;Andalucía;Sevilla;3 personas;2031;161.561
Total Nacional;Andalucía;Sevilla;3 personas;2030;161.574
Total Nacional;Andalucía;Sevilla;3 personas;2029;161.488
Total Nacional;Andalucía;Sevilla;3 personas;2028;161.277
Total Nacional;Andalucía;Sevilla;3 personas;2027;160.943
Total Nacional;Andalucía;Sevilla;3 personas;2026;160.446
Total Nacional;Andalucía;Sevilla;3 personas;2025;159.903
Total Nacional;Andalucía;Sevilla;3 personas;2024;159.319
Total Nacional;Andalucía;Sevilla;4 personas o más;2039;163.642
Total Nacional;Andalucía;Sevilla;4 personas o más;2038;165.861
Total Nacional;Andalucía;Sevilla;4 personas o más;2037;168.223
Total Nacional;Andalucía;Sevilla;4 personas o más;2036;170.704
Total Nacional;Andalucía;Sevilla;4 personas o más;2035;173.245
Total Nacional;Andalucía;Sevilla;4 personas o más;2034;175.860
Total Nacional;Andalucía;Sevilla;4 personas o más;2033;178.453
Total Nacional;Andalucía;Sevilla;4 personas o más;2032;181.117
Total Nacional;Andalucía;Sevilla;4 personas o más;2031;183.797
Total Nacional;Andalucía;Sevilla;4 personas o más;2030;186.449
Total Nacional;Andalucía;Sevilla;4 personas o más;2029;189.088
Total Nacional;Andalucía;Sevilla;4 personas o más;2028;191.728
Total Nacional;Andalucía;Sevilla;4 personas o más;2027;194.209
Total Nacional;Andalucía;Sevilla;4 personas o más;2026;196.520
Total Nacional;Andalucía;Sevilla;4 personas o más;2025;198.721
Total Nacional;Andalucía;Sevilla;4 personas o más;2024;200.880
Total Nacional;Andalucía;Sevilla;Tamaño medio;2039;2,33
Total Nacional;Andalucía;Sevilla;Tamaño medio;2038;2,35
Total Nacional;Andalucía;Sevilla;Tamaño medio;2037;2,36
Total Nacional;Andalucía;Sevilla;Tamaño medio;2036;2,38
Total Nacional;Andalucía;Sevilla;Tamaño medio;2035;2,39
Total Nacional;Andalucía;Sevilla;Tamaño medio;2034;2,41
Total Nacional;Andalucía;Sevilla;Tamaño medio;2033;2,43
Total Nacional;Andalucía;Sevilla;Tamaño medio;2032;2,45
Total Nacional;Andalucía;Sevilla;Tamaño medio;2031;2,47
Total Nacional;Andalucía;Sevilla;Tamaño medio;2030;2,49
Total Nacional;Andalucía;Sevilla;Tamaño medio;2029;2,51
Total Nacional;Andalucía;Sevilla;Tamaño medio;2028;2,53
Total Nacional;Andalucía;Sevilla;Tamaño medio;2027;2,55
Total Nacional;Andalucía;Sevilla;Tamaño medio;2026;2,57
Total Nacional;Andalucía;Sevilla;Tamaño medio;2025;2,59
Total Nacional;Andalucía;Sevilla;Tamaño medio;2024;2,61
Total Nacional;Andalucía;Granada;Total;2039;461.335
Total Nacional;Andalucía;Granada;Total;2038;457.684
Total Nacional;Andalucía;Granada;Total;2037;453.910
Total Nacional;Andalucía;Granada;Total;2036;449.962
Total Nacional;Andalucía;Granada;Total;2035;445.938
Total Nacional;Andalucía;Granada;Total;2034;441.796
Total Nacional;Andalucía;Granada;Total;2033;437.555
Total Nacional;Andalucía;Granada;Total;2032;433.060
Total Nacional;Andalucía;Granada;Total;2031;428.286
Total Nacional;Andalucía;Granada;Total;2030;423.230
Total Nacional;Andalucía;Granada;Total;2029;417.746
Total Nacional;Andalucía;Granada;Total;2028;411.684
Total Nacional;Andalucía;Granada;Total;2027;405.229
Total Nacional;Andalucía;Granada;Total;2026;398.444
Total Nacional;Andalucía;Granada;Total;2025;391.363
Total Nacional;Andalucía;Granada;Total;2024;384.187
Total Nacional;Andalucía;Granada;1 persona;2039;170.310
Total Nacional;Andalucía;Granada;1 persona;2038;167.425
Total Nacional;Andalucía;Granada;1 persona;2037;164.458
Total Nacional;Andalucía;Granada;1 persona;2036;161.383
Total Nacional;Andalucía;Granada;1 persona;2035;158.287
Total Nacional;Andalucía;Granada;1 persona;2034;155.132
Total Nacional;Andalucía;Granada;1 persona;2033;151.945
Total Nacional;Andalucía;Granada;1 persona;2032;148.617
Total Nacional;Andalucía;Granada;1 persona;2031;145.170
Total Nacional;Andalucía;Granada;1 persona;2030;141.655
Total Nacional;Andalucía;Granada;1 persona;2029;137.933
Total Nacional;Andalucía;Granada;1 persona;2028;133.897
Total Nacional;Andalucía;Granada;1 persona;2027;129.795
Total Nacional;Andalucía;Granada;1 persona;2026;125.657
Total Nacional;Andalucía;Granada;1 persona;2025;121.410
Total Nacional;Andalucía;Granada;1 persona;2024;117.197
Total Nacional;Andalucía;Granada;2 personas;2039;140.763
Total Nacional;Andalucía;Granada;2 personas;2038;139.112
Total Nacional;Andalucía;Granada;2 personas;2037;137.384
Total Nacional;Andalucía;Granada;2 personas;2036;135.547
Total Nacional;Andalucía;Granada;2 personas;2035;133.663
Total Nacional;Andalucía;Granada;2 personas;2034;131.736
Total Nacional;Andalucía;Granada;2 personas;2033;129.798
Total Nacional;Andalucía;Granada;2 personas;2032;127.768
Total Nacional;Andalucía;Granada;2 personas;2031;125.647
Total Nacional;Andalucía;Granada;2 personas;2030;123.423
Total Nacional;Andalucía;Granada;2 personas;2029;121.083
Total Nacional;Andalucía;Granada;2 personas;2028;118.572
Total Nacional;Andalucía;Granada;2 personas;2027;115.914
Total Nacional;Andalucía;Granada;2 personas;2026;113.168
Total Nacional;Andalucía;Granada;2 personas;2025;110.379
Total Nacional;Andalucía;Granada;2 personas;2024;107.510
Total Nacional;Andalucía;Granada;3 personas;2039;76.116
Total Nacional;Andalucía;Granada;3 personas;2038;76.177
