Comunidades;Edad (grupos quinquenales);Sexo;Periodo;Total
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2011;86.884
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2010;85.502
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2009;83.937
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2008;82.195
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2007;80.702
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2006;79.930
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2005;79.622
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2004;79.985
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2003;80.638
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2002;""
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2001;""
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 2000;""
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 1999;""
Asturias, Principado de;De 35 a 39 años;Total;1 de enero de 1998;""
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2022;29.067
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2021;30.628
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2020;32.263
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2019;34.133
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2018;36.099
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2017;38.527
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2016;40.803
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2015;42.562
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2014;43.913
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2013;44.067
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2012;44.284
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2011;43.823
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2010;43.135
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2009;42.388
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2008;41.484
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2007;40.694
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2006;40.167
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2005;39.958
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2004;40.021
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2003;40.185
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2002;""
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2001;""
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 2000;""
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 1999;""
Asturias, Principado de;De 35 a 39 años;Hombres;1 de enero de 1998;""
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2022;29.395
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2021;31.130
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2020;32.742
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2019;34.557
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2018;36.490
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2017;38.489
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2016;40.122
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2015;41.572
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2014;42.661
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2013;43.079
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2012;43.368
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2011;43.061
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2010;42.367
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2009;41.549
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2008;40.711
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2007;40.008
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2006;39.763
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2005;39.664
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2004;39.964
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2003;40.453
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2002;""
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2001;""
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 2000;""
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 1999;""
Asturias, Principado de;De 35 a 39 años;Mujeres;1 de enero de 1998;""
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2022;77.593
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2021;81.002
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2020;83.424
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2019;85.172
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2018;85.405
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2017;85.375
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2016;84.948
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2015;84.162
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2014;83.724
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2013;83.071
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2012;83.094
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2011;82.359
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2010;82.232
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2009;82.875
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2008;83.110
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2007;82.545
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2006;83.002
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2005;83.731
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2004;83.697
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2003;84.129
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2002;""
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2001;""
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 2000;""
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 1999;""
Asturias, Principado de;De 40 a 44 años;Total;1 de enero de 1998;""
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2022;38.443
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2021;40.453
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2020;41.735
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2019;42.706
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2018;42.844
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2017;42.723
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2016;42.434
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2015;42.063
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2014;41.990
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2013;41.702
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2012;41.813
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2011;41.333
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2010;41.222
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2009;41.400
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2008;41.325
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2007;40.960
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2006;41.193
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2005;41.451
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2004;41.357
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2003;41.507
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2002;""
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2001;""
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 2000;""
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 1999;""
Asturias, Principado de;De 40 a 44 años;Hombres;1 de enero de 1998;""
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2022;39.150
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2021;40.549
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2020;41.689
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2019;42.466
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2018;42.561
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2017;42.652
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2016;42.514
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2015;42.099
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2014;41.734
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2013;41.369
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2012;41.281
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2011;41.026
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2010;41.010
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2009;41.475
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2008;41.785
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2007;41.585
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2006;41.809
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2005;42.280
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2004;42.340
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2003;42.622
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2002;""
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2001;""
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 2000;""
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 1999;""
Asturias, Principado de;De 40 a 44 años;Mujeres;1 de enero de 1998;""
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2022;85.750
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2021;85.013
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2020;83.569
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2019;82.360
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2018;81.667
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2017;81.427
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2016;81.053
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2015;81.359
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2014;82.464
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2013;83.178
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2012;83.620
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2011;84.198
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2010;85.115
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2009;85.312
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2008;85.435
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2007;85.561
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2006;85.725
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2005;84.462
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2004;82.688
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2003;81.262
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2002;""
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2001;""
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 2000;""
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 1999;""
Asturias, Principado de;De 45 a 49 años;Total;1 de enero de 1998;""
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2022;42.615
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2021;42.186
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2020;41.456
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2019;40.951
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2018;40.673
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2017;40.562
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2016;40.305
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2015;40.381
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2014;40.827
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2013;41.159
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2012;41.330
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2011;41.630
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2010;42.070
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2009;42.135
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2008;42.050
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2007;42.046
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2006;41.969
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2005;41.340
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2004;40.524
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2003;39.919
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2002;""
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2001;""
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 2000;""
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 1999;""
Asturias, Principado de;De 45 a 49 años;Hombres;1 de enero de 1998;""
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2022;43.135
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2021;42.827
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2020;42.113
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2019;41.409
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2018;40.994
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2017;40.865
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2016;40.748
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2015;40.978
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2014;41.637
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2013;42.019
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2012;42.290
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2011;42.568
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2010;43.045
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2009;43.177
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2008;43.385
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2007;43.515
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2006;43.756
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2005;43.122
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2004;42.164
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2003;41.343
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2002;""
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2001;""
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 2000;""
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 1999;""
Asturias, Principado de;De 45 a 49 años;Mujeres;1 de enero de 1998;""
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2022;81.042
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2021;80.545
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2020;80.569
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2019;81.167
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2018;81.618
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2017;81.819
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2016;82.471
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2015;83.499
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2014;84.062
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2013;84.723
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2012;85.507
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2011;85.737
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2010;84.698
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2009;83.063
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2008;81.523
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2007;79.480
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2006;77.338
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2005;75.815
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2004;75.117
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2003;74.940
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2002;""
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2001;""
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 2000;""
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 1999;""
Asturias, Principado de;De 50 a 54 años;Total;1 de enero de 1998;""
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2022;40.086
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2021;39.788
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2020;39.639
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2019;39.803
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2018;39.952
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2017;40.035
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2016;40.309
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2015;40.830
Asturias, Principado de;De 50 a 54 años;Hombres;1 de enero de 2014;41.131
