Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
42057 Castilruiz;;;Media de la renta por unidad de consumo;2019;17.425
42057 Castilruiz;;;Media de la renta por unidad de consumo;2018;16.240
42057 Castilruiz;;;Media de la renta por unidad de consumo;2017;16.130
42057 Castilruiz;;;Media de la renta por unidad de consumo;2016;15.549
42057 Castilruiz;;;Media de la renta por unidad de consumo;2015;16.258
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2023;18.550
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2022;16.100
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2021;15.750
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2020;15.050
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2019;16.450
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2018;15.400
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2017;15.050
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2016;14.350
42057 Castilruiz;;;Mediana de la renta por unidad de consumo;2015;14.350
42057 Castilruiz;;;Renta bruta media por persona;2023;18.906
42057 Castilruiz;;;Renta bruta media por persona;2022;15.603
42057 Castilruiz;;;Renta bruta media por persona;2021;16.250
42057 Castilruiz;;;Renta bruta media por persona;2020;14.753
42057 Castilruiz;;;Renta bruta media por persona;2019;15.240
42057 Castilruiz;;;Renta bruta media por persona;2018;13.429
42057 Castilruiz;;;Renta bruta media por persona;2017;13.038
42057 Castilruiz;;;Renta bruta media por persona;2016;12.473
42057 Castilruiz;;;Renta bruta media por persona;2015;13.361
42057 Castilruiz;;;Renta bruta media por hogar;2023;37.308
42057 Castilruiz;;;Renta bruta media por hogar;2022;31.605
42057 Castilruiz;;;Renta bruta media por hogar;2021;30.238
42057 Castilruiz;;;Renta bruta media por hogar;2020;25.950
42057 Castilruiz;;;Renta bruta media por hogar;2019;27.467
42057 Castilruiz;;;Renta bruta media por hogar;2018;25.452
42057 Castilruiz;;;Renta bruta media por hogar;2017;26.547
42057 Castilruiz;;;Renta bruta media por hogar;2016;26.977
42057 Castilruiz;;;Renta bruta media por hogar;2015;27.328
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2023;15.493
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2022;13.165
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2021;13.752
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2020;12.788
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2019;13.070
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2018;11.725
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2017;11.365
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2016;10.931
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por persona;2015;11.606
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2023;30.572
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2022;26.667
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2021;25.590
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2020;22.495
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2019;23.557
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2018;22.222
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2017;23.141
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2016;23.642
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta neta media por hogar;2015;23.739
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2023;20.888
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2022;17.806
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2021;18.179
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2020;16.637
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2019;17.425
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2018;16.240
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2017;16.130
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2016;15.549
42057 Castilruiz;4205701 Castilruiz distrito 01;;Media de la renta por unidad de consumo;2015;16.258
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2023;18.550
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2022;16.100
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2021;15.750
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2020;15.050
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2019;16.450
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2018;15.400
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2017;15.050
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2016;14.350
42057 Castilruiz;4205701 Castilruiz distrito 01;;Mediana de la renta por unidad de consumo;2015;14.350
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2023;18.906
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2022;15.603
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2021;16.250
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2020;14.753
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2019;15.240
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2018;13.429
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2017;13.038
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2016;12.473
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por persona;2015;13.361
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2023;37.308
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2022;31.605
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2021;30.238
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2020;25.950
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2019;27.467
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2018;25.452
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2017;26.547
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2016;26.977
42057 Castilruiz;4205701 Castilruiz distrito 01;;Renta bruta media por hogar;2015;27.328
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2023;15.493
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2022;13.165
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2021;13.752
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2020;12.788
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2019;13.070
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2018;11.725
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2017;11.365
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2016;10.931
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por persona;2015;11.606
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2023;30.572
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2022;26.667
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2021;25.590
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2020;22.495
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2019;23.557
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2018;22.222
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2017;23.141
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2016;23.642
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta neta media por hogar;2015;23.739
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2023;20.888
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2022;17.806
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2021;18.179
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2020;16.637
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2019;17.425
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2018;16.240
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2017;16.130
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2016;15.549
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Media de la renta por unidad de consumo;2015;16.258
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2023;18.550
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2022;16.100
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2021;15.750
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2020;15.050
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2019;16.450
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2018;15.400
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2017;15.050
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2016;14.350
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Mediana de la renta por unidad de consumo;2015;14.350
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2023;18.906
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2022;15.603
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2021;16.250
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2020;14.753
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2019;15.240
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2018;13.429
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2017;13.038
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2016;12.473
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por persona;2015;13.361
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2023;37.308
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2022;31.605
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2021;30.238
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2020;25.950
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2019;27.467
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2018;25.452
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2017;26.547
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2016;26.977
42057 Castilruiz;4205701 Castilruiz distrito 01;4205701001 Castilruiz sección 01001;Renta bruta media por hogar;2015;27.328
42058 Castillejo de Robledo;;;Renta neta media por persona;2023;14.616
42058 Castillejo de Robledo;;;Renta neta media por persona;2022;15.009
42058 Castillejo de Robledo;;;Renta neta media por persona;2021;15.061
42058 Castillejo de Robledo;;;Renta neta media por persona;2020;12.947
42058 Castillejo de Robledo;;;Renta neta media por persona;2019;14.473
42058 Castillejo de Robledo;;;Renta neta media por persona;2018;14.378
42058 Castillejo de Robledo;;;Renta neta media por persona;2017;12.619
42058 Castillejo de Robledo;;;Renta neta media por persona;2016;12.329
42058 Castillejo de Robledo;;;Renta neta media por persona;2015;11.975
42058 Castillejo de Robledo;;;Renta neta media por hogar;2023;29.232
42058 Castillejo de Robledo;;;Renta neta media por hogar;2022;25.097
42058 Castillejo de Robledo;;;Renta neta media por hogar;2021;25.025
42058 Castillejo de Robledo;;;Renta neta media por hogar;2020;21.717
42058 Castillejo de Robledo;;;Renta neta media por hogar;2019;24.363
42058 Castillejo de Robledo;;;Renta neta media por hogar;2018;24.043
42058 Castillejo de Robledo;;;Renta neta media por hogar;2017;22.185
42058 Castillejo de Robledo;;;Renta neta media por hogar;2016;22.539
42058 Castillejo de Robledo;;;Renta neta media por hogar;2015;22.049
42058 Castillejo de Robledo;;;Media de la renta por unidad de consumo;2023;.
42058 Castillejo de Robledo;;;Media de la renta por unidad de consumo;2022;19.607
42058 Castillejo de Robledo;;;Media de la renta por unidad de consumo;2021;20.393
42058 Castillejo de Robledo;;;Media de la renta por unidad de consumo;2020;17.404
42058 Castillejo de Robledo;;;Media de la renta por unidad de consumo;2019;19.131
42058 Castillejo de Robledo;;;Media de la renta por unidad de consumo;2018;19.167
